"community_name","average_exhibition_period","HuoFang_rate","price_adjustment_num","price_adjustment_average","community_other_price","community_other_num","community_other_floor","community_other_area","community_average_price","community_average_area","community_average_floor","community_average_AreaPrice","business_district","business_district_sales_num","business_district_other_price","business_district_other_num","business_district_other_floor","business_district_other_area","business_district_average_price","business_district_average_area","business_district_average_floor","business_district_average_AreaPrice"
"运河明珠",9.31046028696704,"无",4,225,45199,20,239,266.76,2259.95,13.338,11.95,169.436947068526,"北运河西",323,NA,323,5301,4208.97,NA,13.030866873065,16.4117647058824,NA
"双锦园",9.0448988828946,"无",1,200,2590,1,14,15,2590,15,14,172.666666666667,"八角游乐园",118,282724,118,1391,1401.57,2395.96610169492,11.8777118644068,11.7881355932203,201.719500274692
"西罗园一区",13.3744147678287,"无",1,170,27630,11,220,99.79,2511.81818181818,9.07181818181818,20,276.881451047199,"永定门外",59,151036,59,978,641.66,2559.93220338983,10.875593220339,16.5762711864407,235.383224760777
"观音寺新区",8.51702458717619,"无",1,60,3950,2,12,29.1,1975,14.55,6,135.73883161512,"黄村西大街",75,128870,75,NA,1024.98,1718.26666666667,13.6664,NA,125.729282522586
"北京金科天籁城",16.2312652869078,"无",6,255,17170,9,261,97.95,1907.77777777778,10.8833333333333,29,175.293517100562,"生物医药基地",96,185798,96,2037,1125.83,1935.39583333333,11.7273958333333,21.21875,165.032020820195
"天赐良园一期",16.3385089426203,"无",2,80,7510,3,19,46.2,2503.33333333333,15.4,6.33333333333333,162.554112554113,"物资学院路",187,411855,187,2527,2355.1,2202.43315508021,12.5941176470588,13.5133689839572,174.877924504267
"北京人家",11.3250317298659,"无",8,845.25,109503,52,336,700.93,2105.82692307692,13.4794230769231,6.46153846153846,156.225300671964,"龙泽",428,NA,428,6881,5722.74,NA,13.3708878504673,16.0771028037383,NA
"万象新天二区",15.4852092122268,"无",1,200,15599,6,42,89.8,2599.83333333333,14.9666666666667,7,173.708240534521,"常营",134,324974,134,2495,1813.73,2425.17910447761,13.5352985074627,18.6194029850746,179.174408539309
"兴都苑",19.239222449675,"无",2,90,20580,9,57,122.55,2286.66666666667,13.6166666666667,6.33333333333333,167.931456548348,"西红门",111,236574,111,993,1466.9,2131.2972972973,13.2153153153153,8.94594594594595,161.274797191356
"天鸿美域",12.6104845236098,"无",7,167.142857142857,54887,25,335,341,2195.48,13.64,13.4,160.958944281525,"郭庄子",95,211325,95,1388,1253.22,2224.47368421053,13.1917894736842,14.6105263157895,168.625620401845
"金汉绿港一区",10.999649936192,"无",2,220,18950,9,166,110.5,2105.55555555556,12.2777777777778,18.4444444444444,171.493212669683,"顺义",286,493747,286,2568,3601.79,1726.38811188811,12.5936713286713,8.97902097902098,137.083783341061
"新都丽苑",18.8138162398685,"无",7,131.428571428571,27760,11,198,130.31,2523.63636363636,11.8463636363636,18,213.030465812294,"苹果园",117,262053,117,1747,1400.73,2239.76923076923,11.9720512820513,14.9316239316239,187.083163778887
"航天城小区",11.2639064865194,"无",6,200,44470,16,213,214.7,2779.375,13.41875,13.3125,207.126222636237,"永丰南",147,387810,147,1818,1701.45,2638.16326530612,11.5744897959184,12.3673469387755,227.929119280614
"昌盛园一区",28.0436008214454,"无",1,100,1930,1,6,13.1,1930,13.1,6,147.328244274809,"昌平东关",45,90000,45,360,682.3,2000,15.1622222222222,8,131.906785871318
"天宫院小区",10.0036959337766,"无",2,485,25160,13,227,164.74,1935.38461538462,12.6723076923077,17.4615384615385,152.725506859293,"生物医药基地",96,185798,96,2037,1125.83,1935.39583333333,11.7273958333333,21.21875,165.032020820195
"义宾北区",10.1279632808553,"无",3,120,16610,9,54,123.13,1845.55555555556,13.6811111111111,6,134.898075205068,"石门",230,434084,230,2025,2893.81,1887.32173913043,12.5817826086957,8.80434782608696,150.004319564864
"兴政西里",17.8705667061394,"无",1,300,13440,7,42,84.9,1920,12.1285714285714,6,158.303886925795,"黄村西大街",75,128870,75,NA,1024.98,1718.26666666667,13.6664,NA,125.729282522586
"幸福东区",18.2793590309534,"无",1,70,13250,7,112,72.72,1892.85714285714,10.3885714285714,16,182.205720572057,"顺义",286,493747,286,2568,3601.79,1726.38811188811,12.5936713286713,8.97902097902098,137.083783341061
"东平里",12.5642077238973,"无",7,491.428571428571,22360,11,71,171.85,2032.72727272727,15.6227272727273,6.45454545454545,130.113471050335,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"东兴二区",13.8501806927585,"无",3,123.333333333333,23700,13,75,144.7,1823.07692307692,11.1307692307692,5.76923076923077,163.787145818936,"顺义",286,493747,286,2568,3601.79,1726.38811188811,12.5936713286713,8.97902097902098,137.083783341061
"佳和宜园",15.0023234148412,"无",2,70,14930,10,70,136.3,1493,13.63,7,109.53778429934,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"首座御园二区二期",15.545972246606,"无",5,60,21220,13,182,156.14,1632.30769230769,12.0107692307692,14,135.903676188036,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"北京风景",4.49703439265426,"无",3,213.333333333333,45320,26,237,305.8,1743.07692307692,11.7615384615385,9.11538461538461,148.201438848921,"南邵",43,76560,43,414,497.6,1780.46511627907,11.5720930232558,9.62790697674419,153.858520900322
"双兴北区",4.41323210864073,"无",1,100,16930,10,68,124.4,1693,12.44,6.8,136.093247588424,"顺义",286,493747,286,2568,3601.79,1726.38811188811,12.5936713286713,8.97902097902098,137.083783341061
"瑞雪春堂",13.0778769758724,"无",1,200,20540,14,208,172.02,1467.14285714286,12.2871428571429,14.8571428571429,119.404720381351,"良乡南关",22,32350,22,309,265.42,1470.45454545455,12.0645454545455,14.0454545454545,121.882299751337
"长丰园二区",15.5461174199887,"无",4,90,20599,13,87,156.17,1584.53846153846,12.0130769230769,6.69230769230769,131.901133380291,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"长丰园一区",15.135221721477,"无",1,60,39020,22,132,311.35,1773.63636363636,14.1522727272727,6,125.325196723944,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"北蜂窝路5号院",27.162045905915,"无",4,115,17060,4,64,54.7,4265,13.675,16,311.882998171846,"军事博物馆",14,47600,14,150,160.5,3400,11.4642857142857,10.7142857142857,296.573208722741
"金都杭城西区",18.9826730264916,"无",1,230,10710,3,58,38,3570,12.6666666666667,19.3333333333333,281.842105263158,"百子湾",57,160052,57,914,776.5,2807.9298245614,13.6228070175439,16.0350877192982,206.119768190599
"汉荣家园",14.7832313921777,"无",4,325,44750,10,250,113.37,4475,11.337,25,394.725235953074,"知春路",103,419877,103,2005,1261.29,4076.47572815534,12.2455339805825,19.4660194174757,332.894893323502
"百环家园",8.54368336630828,"无",3,210,73620,22,607,318.07,3346.36363636364,14.4577272727273,27.5909090909091,231.458483981513,"劲松",134,412193,134,2411,1743.87,3076.0671641791,13.0139552238806,17.9925373134328,236.366816333786
"万象新天四区",7.94167273052962,"无",8,153.75,45028,17,217,229.78,2648.70588235294,13.5164705882353,12.7647058823529,195.961354338933,"常营",134,324974,134,2495,1813.73,2425.17910447761,13.5352985074627,18.6194029850746,179.174408539309
"安华西里三区",16.2375974617795,"无",4,267.5,27920,8,94,76.7,3490,9.5875,11.75,364.015645371578,"安华桥",97,348920,97,1038,1080.11,3597.11340206186,11.1351546391753,10.7010309278351,323.041171732509
"德外大街乙12号院",15.9765581683746,"无",1,170,6750,2,11,18.2,3375,9.1,5.5,370.879120879121,"安华桥",97,348920,97,1038,1080.11,3597.11340206186,11.1351546391753,10.7010309278351,323.041171732509
"朝阳门北小街",9.19147183366644,"无",2,300,36890,10,56,136,3689,13.6,5.6,271.25,"朝阳门",64,220446,64,677,754.28,3444.46875,11.785625,10.578125,292.260168637641
"晶都国际",11.4563225123861,"无",5,474,41850,11,225,140.87,3804.54545454545,12.8063636363636,20.4545454545455,297.082416412295,"将台",189,642407,189,3357,2519.92,3398.97883597884,13.3329100529101,17.7619047619048,254.931505762088
"科育小区",10.2132772052054,"无",6,491.666666666667,94490,21,104,266.12,4499.52380952381,12.672380952381,4.95238095238095,355.065384037276,"中关村",35,152470,35,247,444.46,4356.28571428571,12.6988571428571,7.05714285714286,343.045493407731
"新文化街",20.0065053579404,"无",3,76.6666666666667,18060,4,54,46.1,4515,11.525,13.5,391.75704989154,"西单",16,65710,16,146,196.62,4106.875,12.28875,9.125,334.19794527515
"今佳园",12.668315148931,"无",5,468,NA,16,288,234.6,NA,14.6625,18,NA,"上地",198,NA,198,NA,2744.49,NA,13.8610606060606,NA,NA
"安贞西里",10.7652951395128,"无",2,400,82180,22,281,259.88,3735.45454545455,11.8127272727273,12.7727272727273,316.222872094813,"安华桥",97,348920,97,1038,1080.11,3597.11340206186,11.1351546391753,10.7010309278351,323.041171732509
"光熙家园一期",17.9478383458594,"无",3,376.666666666667,24090,6,138,70.88,4015,11.8133333333333,23,339.870203160271,"光熙门",74,244034,74,1195,937.05,3297.75675675676,12.6628378378378,16.1486486486486,260.42793874393
"宝盛北里",13.5345739923409,"无",9,271.111111111111,95319,31,204,486.76,3074.8064516129,15.701935483871,6.58064516129032,195.823403730791,"永泰庄",226,NA,226,3124,3062.33,NA,13.5501327433628,13.8230088495575,NA
"知春路82号院",15.1613351665647,"无",5,294,19930,5,78,42.12,3986,8.424,15.6,473.171889838557,"知春里",75,316787,75,674,809.54,4223.82666666667,10.7938666666667,8.98666666666667,391.317291301233
"双榆树北里",13.1174036458523,"无",6,488.333333333333,118539,30,220,334.51,3951.3,11.1503333333333,7.33333333333333,354.366087710382,"人民大学",120,471825,120,1085,1423.94,3931.875,11.8661666666667,9.04166666666667,331.351742348694
"又一村",12.8923539896889,"无",1,240,4130,1,6,17.1,4130,17.1,6,241.520467836257,"慈寿寺",34,114599,34,451,410.45,3370.55882352941,12.0720588235294,13.2647058823529,279.203313436472
"厂洼小区",10.6892894291636,"无",5,250,36627,13,152,170.01,2817.46153846154,13.0776923076923,11.6923076923077,215.440268219516,"长春桥",56,167942,56,715,704.26,2998.96428571429,12.5760714285714,12.7678571428571,238.465907477352
"龙锦苑东四区",15.4896416774337,"无",3,546.666666666667,11580,4,24,63.4,2895,15.85,6,182.649842271293,"回龙观东大街",219,542640,219,1808,2990.84,2477.80821917808,13.656803652968,8.25570776255708,181.433978414091
"酒仙桥十二街坊",14.4449693445599,"无",1,70,7260,2,11,23.02,3630,11.51,5.5,315.377932232841,"东风北桥",194,629503,194,3091,2569.51,3244.86082474227,13.2448969072165,15.9329896907216,244.989511618947
"西便门西里",18.7895751414564,"无",2,200,18000,5,100,63,3600,12.6,20,285.714285714286,"南礼士路",37,129880,37,299,438.2,3510.27027027027,11.8432432432432,8.08108108108108,296.394340483797
"胡家园小区",8.56041902062869,"无",1,70,37480,11,91,121.52,3407.27272727273,11.0472727272727,8.27272727272727,308.42659644503,"东直门",33,102467,33,342,386.92,3105.06060606061,11.7248484848485,10.3636363636364,264.827354491885
"天资华府",8.6522648904955,"无",8,65,41330,29,523,335.05,1425.1724137931,11.5534482758621,18.0344827586207,123.354723175645,"篱笆房",123,191729,123,1792,1588.14,1558.77235772358,12.9117073170732,14.5691056910569,120.725502789427
"美立方",15.4208754362765,"无",1,270,21390,7,117,83.1,3055.71428571429,11.8714285714286,16.7142857142857,257.400722021661,"立水桥南",210,641171,210,4796,2852.39,3053.19523809524,13.5828095238095,22.8380952380952,224.783777814394
"沿海赛洛城",4.21097909872691,"无",2,535,33336,14,198,175.3,2381.14285714286,12.5214285714286,14.1428571428571,190.165430690245,"百子湾",57,160052,57,914,776.5,2807.9298245614,13.6228070175439,16.0350877192982,206.119768190599
"雅居乐花园",3.00135403553277,"无",1,300,6550,3,69,47.7,2183.33333333333,15.9,23,137.316561844864,"武定门",61,94220,61,518,737.9,1544.59016393443,12.0967213114754,8.49180327868852,127.686678411709
"南湾营润康苑",27.0001878073508,"无",1,100,960,1,11,9.8,960,9.8,11,97.9591836734694,"马群",83,106750,83,1186,850.26,1286.14457831325,10.2440963855422,14.289156626506,125.54983181615
"中垠紫金观邸",11.7899350698192,"无",9,120,88700,67,937,671.65,1323.88059701493,10.0246268656716,13.9850746268657,132.062830343185,"马群",83,106750,83,1186,850.26,1286.14457831325,10.2440963855422,14.289156626506,125.54983181615
"书香名门",18.0027247571752,"无",1,230,1590,1,6,13.9,1590,13.9,6,114.388489208633,"天印大道",42,57870,42,347,650.7,1377.85714285714,15.4928571428571,8.26190476190476,88.9349930843707
"凤凰和美",16.4996688760265,"无",2,65,10990,6,191,71.9,1831.66666666667,11.9833333333333,31.8333333333333,152.851182197497,"中华门",38,65240,38,796,439.83,1716.84210526316,11.5744736842105,20.9473684210526,148.330036605052
"钟山晶典苑",10.0002228168629,"无",2,100,11430,8,122,96.1,1428.75,12.0125,15.25,118.938605619147,"金马路",23,31000,23,211,255,1347.82608695652,11.0869565217391,9.17391304347826,121.56862745098
"九龙盛世园",11.0006298613769,"无",1,160,1990,1,11,12.6,1990,12.6,11,157.936507936508,"武定门",61,94220,61,518,737.9,1544.59016393443,12.0967213114754,8.49180327868852,127.686678411709
"新城玖珑湖二期",5.99509169921169,"无",5,276,15030,10,277,135.1,1503,13.51,27.7,111.250925240563,"诚信大道",59,79490,59,1352,719.2,1347.28813559322,12.1898305084746,22.9152542372881,110.525583982202
"泥塘新苑",10.0026973738107,"无",1,200,1090,1,18,12.5,1090,12.5,18,87.2,"龙眠大道",52,57620,52,622,595.08,1108.07692307692,11.4438461538462,11.9615384615385,96.8273173354843
"汉口西路",27.5009707424417,"无",1,670,5050,2,9,26.1,2525,13.05,4.5,193.486590038314,"云南路站",31,NA,31,198,416,NA,13.4193548387097,6.38709677419355,NA
"左邻右里",8.00172871556133,"无",2,120,6380,4,46,54,1595,13.5,11.5,118.148148148148,"宏运大道",13,17930,13,112,173.2,1379.23076923077,13.3230769230769,8.61538461538461,103.521939953811
"文化名园唯美居",8.00142989814281,"无",1,30,3350,2,10,35.6,1675,17.8,5,94.1011235955056,"天元西路",48,68850,48,402,716.46,1434.375,14.92625,8.375,96.0974792730927
"德水香林",7.06759522135335,"无",4,142.5,15390,11,90,144.88,1399.09090909091,13.1709090909091,8.18181818181818,106.225842076201,"五塘广场",44,55190,44,394,484.72,1254.31818181818,11.0163636363636,8.95454545454546,113.859547780162
"新城玖珑湖一期",16.3164895827919,"无",1,100,25180,19,614,221.1,1325.26315789474,11.6368421052632,32.3157894736842,113.885119855269,"诚信大道",59,79490,59,1352,719.2,1347.28813559322,12.1898305084746,22.9152542372881,110.525583982202
"萍聚村",26.9985721815295,"无",1,170,2330,1,7,13.01,2330,13.01,7,179.093005380477,"汉中门",18,37026,18,150,217.01,2057,12.0561111111111,8.33333333333333,170.61886549007
"南方花园C组团",6.66733652602283,"无",1,130,6010,3,18,69.6,2003.33333333333,23.2,6,86.3505747126437,"双龙大道",117,149860,117,1201,1418.9,1280.8547008547,12.1273504273504,10.2649572649573,105.617027274649
"市政天元城",9.77728162691733,"无",1,240,11480,9,69,127.8,1275.55555555556,14.2,7.66666666666667,89.8278560250391,"天印大道",42,57870,42,347,650.7,1377.85714285714,15.4928571428571,8.26190476190476,88.9349930843707
"平家巷小区",27.6695353560876,"无",1,200,6840,3,19,36.9,2280,12.3,6.33333333333333,185.365853658537,"新街口",46,129479,46,318,522.34,2814.76086956522,11.3552173913043,6.91304347826087,247.882605199678
"保利罗兰春天",11.6159630340276,"无",1,70,14070,13,337,145.16,1082.30769230769,11.1661538461538,25.9230769230769,96.9275282446955,"仙林湖站",148,169040,148,4365,1501.77,1142.16216216216,10.1470945945946,29.4932432432432,112.560511929257
"清河新寓二村",14.9881948959931,"无",1,100,6810,4,28,47.17,1702.5,11.7925,7,144.37142251431,"集庆门大街",14,27440,14,234,174.17,1960,12.4407142857143,16.7142857142857,157.547223976575
"华阳佳园华彩苑",14.4985781438732,"无",1,160,3820,2,14,19.1,1910,9.55,7,200,"云锦路",58,111490,58,613,739.94,1922.24137931034,12.7575862068966,10.5689655172414,150.674379003703
"锁金村5号",15.9904363326149,"无",1,160,1690,1,6,13.9,1690,13.9,6,121.58273381295,"岗子村站",4,6040,4,23,43.9,1510,10.975,5.75,137.585421412301
"金浦御龙湾",6.75810205819424,"无",2,200,53600,42,529,504.8,1276.19047619048,12.0190476190476,12.5952380952381,106.180665610143,"迈皋桥",173,230520,173,2647,2076.65,1332.48554913295,12.0037572254335,15.3005780346821,111.005706305829
"天阳观筑",19.997228353821,"无",1,60,2320,2,34,20.3,1160,10.15,17,114.285714285714,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"大关东二苑",12.9999730981629,"无",2,185,6110,3,21,36.7,2036.66666666667,12.2333333333333,7,166.485013623978,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"紫金西苑",7.87407507413722,"无",3,110,16210,8,164,114.47,2026.25,14.30875,20.5,141.60915523718,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"丁桥兰苑",27.0042764879046,"无",1,100,1430,1,13,15.8,1430,15.8,13,90.5063291139241,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"朗郡庭园",9.01967269644748,"无",1,70,8400,5,135,102,1680,20.4,27,82.3529411764706,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"大浒东苑",12.7498157177051,"无",2,200,7910,4,63,55.7,1977.5,13.925,15.75,142.010771992819,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"外东山弄",9.67001506300068,"无",2,315,6910,3,17,37.13,2303.33333333333,12.3766666666667,5.66666666666667,186.102881766765,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"赞成岭上花苑",11.7509042875841,"无",1,130,5770,4,56,43.2,1442.5,10.8,14,133.564814814815,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"东新园茗盛苑",16.0009048197791,"无",2,100,4120,2,32,31,2060,15.5,16,132.903225806452,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"迎春南苑",9.75215119958027,"无",6,295,16860,8,86,95.7,2107.5,11.9625,10.75,176.175548589342,"西兴",70,155840,70,1129,884.81,2226.28571428571,12.6401428571429,16.1285714285714,176.12820831591
"冠苑小区",17.2862181177034,"无",1,230,12280,7,77,84.16,1754.28571428571,12.0228571428571,11,145.912547528517,"三坝",53,100750,53,802,669.32,1900.94339622642,12.628679245283,15.1320754716981,150.525906890575
"永丰巷",26.0015235377572,"无",2,85,4120,2,14,17.54,2060,8.77,7,234.891676168757,"凤起路",21,45610,21,140,227.82,2171.90476190476,10.8485714285714,6.66666666666667,200.20191379159
"现代名苑",17.0030020322492,"无",2,300,8500,4,115,45,2125,11.25,28.75,188.888888888889,"打铁关",33,69740,33,394,421.89,2113.33333333333,12.7845454545455,11.9393939393939,165.303752162886
"西溪河东",25.0051270213433,"无",1,60,4150,2,12,25.4,2075,12.7,6,163.385826771654,"沈塘桥",83,164790,83,840,952.71,1985.42168674699,11.4784337349398,10.1204819277108,172.969738955191
"理想康城国际",8.5311243066789,"无",1,30,19420,17,417,210.1,1142.35294117647,12.3588235294118,24.5294117647059,92.4321751546883,"南苑",147,172590,147,3753,1670.55,1174.08163265306,11.3642857142857,25.530612244898,103.313280057466
"星河明苑",10.3324721895443,"无",1,240,7090,3,48,46.9,2363.33333333333,15.6333333333333,16,151.172707889126,"沈塘桥",83,164790,83,840,952.71,1985.42168674699,11.4784337349398,10.1204819277108,172.969738955191
"新金都城市花园",9.50460384977315,"无",2,235,13050,6,39,79.56,2175,13.26,6.5,164.027149321267,"文新",55,108890,55,331,690.73,1979.81818181818,12.5587272727273,6.01818181818182,157.644810562738
"滨兴西苑",9.50057919459348,"无",1,860,5220,2,11,35.1,2610,17.55,5.5,148.717948717949,"滨和路",164,369200,164,3380,2132.28,2251.21951219512,13.0017073170732,20.609756097561,173.147991820962
"洑家弄",14.994321305417,"无",3,210,6610,3,21,35.15,2203.33333333333,11.7166666666667,7,188.051209103841,"中河北路",24,53120,24,189,278.89,2213.33333333333,11.6204166666667,7.875,190.469360679838
"南都花园二区",17.8345825339973,"无",4,145,10190,6,42,66.8,1698.33333333333,11.1333333333333,7,152.544910179641,"文新",55,108890,55,331,690.73,1979.81818181818,12.5587272727273,6.01818181818182,157.644810562738
"凤起苑",11.0033175380606,"无",2,220,14550,6,156,67.85,2425,11.3083333333333,26,214.443625644805,"建国北路",36,81600,36,483,426.01,2266.66666666667,11.8336111111111,13.4166666666667,191.544799417854
"金都新城",17.2852953346771,"无",2,400,15090,7,42,113,2155.71428571429,16.1428571428571,6,133.53982300885,"丰潭路",104,203560,104,760,1393.54,1957.30769230769,13.3994230769231,7.30769230769231,146.074027297387
"都市水乡水秀苑",14.6715384704758,"无",2,115,4940,3,52,34.75,1646.66666666667,11.5833333333333,17.3333333333333,142.158273381295,"三墩",206,312480,206,4741,2076.36,1516.8932038835,10.0794174757282,23.0145631067961,150.494133965208
"复兴南苑",8.85889990963594,"无",1,470,17910,7,72,90.6,2558.57142857143,12.9428571428571,10.2857142857143,197.682119205298,"复兴路站",15,32450,15,135,171.5,2163.33333333333,11.4333333333333,9,189.212827988338
"仙林苑",8.996185333864,"无",1,200,2190,1,7,8.9,2190,8.9,7,246.067415730337,"中河北路",24,53120,24,189,278.89,2213.33333333333,11.6204166666667,7.875,190.469360679838
"青春坊",13.6679683863289,"无",2,85,14420,6,55,83.8,2403.33333333333,13.9666666666667,9.16666666666667,172.076372315036,"中河北路",24,53120,24,189,278.89,2213.33333333333,11.6204166666667,7.875,190.469360679838
"绿地旭辉城",5.44493408139565,"无",4,202.5,19100,9,427,101.24,2122.22222222222,11.2488888888889,47.4444444444444,188.660608455156,"江陵路",166,348190,166,3870,2076,2097.53012048193,12.5060240963855,23.3132530120482,167.721579961464
"中兴花园",13.443600037027,"无",7,362.857142857143,43070,18,136,286.46,2392.77777777778,15.9144444444444,7.55555555555556,150.352579766809,"江陵路",166,348190,166,3870,2076,2097.53012048193,12.5060240963855,23.3132530120482,167.721579961464
"红苹果家园",5.16629980802812,"无",1,130,8110,6,133,67.3,1351.66666666667,11.2166666666667,22.1666666666667,120.505200594354,"客运中心",41,58410,41,691,449.9,1424.63414634146,10.9731707317073,16.8536585365854,129.828850855746
"宝龙云滨湾",8.99471501738385,"无",1,140,2820,2,36,17.4,1410,8.7,18,162.068965517241,"",8594,NA,8594,167157,99323.31,NA,11.5572853153363,19.4504305329299,NA
"中山北路450号",14.9993824200636,"无",2,165,4920,2,12,28.1,2460,14.05,6,175.08896797153,"武林广场",7,15050,7,47,82.33,2150,11.7614285714286,6.71428571428571,182.800923114296
"协安紫郡",8.0008415110955,"无",2,280,14660,9,175,115.35,1628.88888888889,12.8166666666667,19.4444444444444,127.091460771565,"墩祥街",112,175620,112,2002,1345,1568.03571428571,12.0089285714286,17.875,130.57249070632
"大塘新村",12.6614308241387,"无",1,130,5470,3,25,31.86,1823.33333333333,10.62,8.33333333333333,171.688637790333,"沈塘桥",83,164790,83,840,952.71,1985.42168674699,11.4784337349398,10.1204819277108,172.969738955191
"浙旅德信西宸",13.5022254302836,"无",1,100,4220,2,36,26,2110,13,18,162.307692307692,"虾龙圩",77,127230,77,1359,875.47,1652.33766233766,11.3697402597403,17.6493506493506,145.327652575188
"迎春小区",14.1846862817759,"无",5,252,24540,11,72,140.2,2230.90909090909,12.7454545454545,6.54545454545455,175.035663338088,"滨和路",164,369200,164,3380,2132.28,2251.21951219512,13.0017073170732,20.609756097561,173.147991820962
"贺田尚城",11.6630443191896,"无",1,70,6240,3,15,50.5,2080,16.8333333333333,5,123.564356435644,"中医药大学站",50,110840,50,906,756.07,2216.8,15.1214,18.12,146.600182522782
"恩济花苑",12.0005458547161,"无",1,430,4520,2,12,35.02,2260,17.51,6,129.069103369503,"丰潭路",104,203560,104,760,1393.54,1957.30769230769,13.3994230769231,7.30769230769231,146.074027297387
"钱江三苑",8.83070219480099,"无",1,200,14680,6,36,82.5,2446.66666666667,13.75,6,177.939393939394,"钱江路",25,57520,25,602,326.8,2300.8,13.072,24.08,176.009791921665
"钱塘春晓",5.99808754612864,"无",1,170,4220,2,23,24,2110,12,11.5,175.833333333333,"江陵路",166,348190,166,3870,2076,2097.53012048193,12.5060240963855,23.3132530120482,167.721579961464
"伊萨卡国际城浩泽园",4.42796780120443,"无",2,165,20620,14,472,159.8,1472.85714285714,11.4142857142857,33.7142857142857,129.036295369212,"下沙江滨",143,NA,143,4762,1682,NA,11.7622377622378,33.3006993006993,NA
"天寓",10.3989353596392,"无",1,500,11230,5,160,65.3,2246,13.06,32,171.97549770291,"中医药大学站",50,110840,50,906,756.07,2216.8,15.1214,18.12,146.600182522782
"德圣博奥城",12.5053748039398,"无",1,100,7770,4,110,49.9,1942.5,12.475,27.5,155.711422845691,"建设一路",58,102680,58,1385,760.8,1770.34482758621,13.1172413793103,23.8793103448276,134.963196635121
"伊萨卡国际城鹭江园",27.0022119207515,"无",1,60,1590,1,9,13,1590,13,9,122.307692307692,"下沙江滨",143,NA,143,4762,1682,NA,11.7622377622378,33.3006993006993,NA
"东方一品公寓",11.6664153590274,"无",1,340,4580,3,86,32.2,1526.66666666667,10.7333333333333,28.6666666666667,142.23602484472,"建设一路",58,102680,58,1385,760.8,1770.34482758621,13.1172413793103,23.8793103448276,134.963196635121
"御桥花园",16.286825957655,"无",3,136.666666666667,14160,7,36,99.28,2022.85714285714,14.1828571428571,5.14285714285714,142.62691377921,"御桥",67,134189,67,888,838.51,2002.82089552239,12.5150746268657,13.2537313432836,160.032677010411
"华梅花苑",7.32700171434769,"无",1,160,2568,3,18,45.2,856,15.0666666666667,6,56.8141592920354,"东兰路",68,166888,68,657,875.51,2454.23529411765,12.8751470588235,9.66176470588235,190.618039771105
"建德花园百合苑",11.7503817632615,"无",1,1891,2347,4,24,51.5,586.75,12.875,6,45.5728155339806,"丰庄",39,82387,39,362,496.95,2112.48717948718,12.7423076923077,9.28205128205128,165.785290270651
"新凯一期",10.6115485512416,"无",6,260,29200,18,117,202.8,1622.22222222222,11.2666666666667,6.5,143.984220907298,"佘山",65,100210,65,663,667.7,1541.69230769231,10.2723076923077,10.2,150.082372322899
"恒大翰城瀚林苑",27.0209055213768,"无",1,670,2460,1,6,89,2460,89,6,27.6404494382022,"上南路",9,21120,9,54,209.95,2346.66666666667,23.3277777777778,6,100.595379852346
"龙柏一村",15.6708934522954,"无",2,200,7510,3,18,35.94,2503.33333333333,11.98,6,208.959376739009,"龙柏新村",72,185360,72,549,924.35,2574.44444444444,12.8381944444444,7.625,200.530102234002
"正南花苑",16.002190545553,"无",1,2181,18306,11,65,135.54,1664.18181818182,12.3218181818182,5.90909090909091,135.059760956175,"上海南站",23,48816,23,183,280.54,2122.4347826087,12.1973913043478,7.95652173913043,174.007271690312
"佳泰花园",9.00197674678846,"无",1,70,10440,4,23,53.7,2610,13.425,5.75,194.413407821229,"黄兴公园",20,NA,20,208,261.67,NA,13.0835,10.4,NA
"连城新苑",5.53565352374794,"无",8,233.75,32890,15,188,195.47,2192.66666666667,13.0313333333333,12.5333333333333,168.261114237479,"东靖路",41,89360,41,497,500.7,2179.51219512195,12.2121951219512,12.1219512195122,178.470141801478
"地杰国际城D街坊",11.0064111690088,"无",7,314.285714285714,22950,11,261,121.11,2086.36363636364,11.01,23.7272727272727,189.497151350012,"御桥",67,134189,67,888,838.51,2002.82089552239,12.5150746268657,13.2537313432836,160.032677010411
