"community_name","community_other_price","community_other_num","community_other_floor","community_other_area","community_average_price","community_average_area","community_average_floor","community_average_AreaPrice","business_district","business_district_sales_num","business_district_other_price","business_district_other_num","business_district_other_floor","business_district_other_area","business_district_average_price","business_district_average_area","business_district_average_floor","business_district_average_AreaPrice"
"云景里南大门",17440,9,54,110.18,1937.77777777778,12.2422222222222,6,158.286440370303,"梨园",147,286433,147,1700,1967.04,1948.52380952381,13.3812244897959,11.5646258503401,145.616255897186
"远洋东方公馆",5420,2,52,41.6,2710,20.8,26,130.288461538462,"梨园",147,286433,147,1700,1967.04,1948.52380952381,13.3812244897959,11.5646258503401,145.616255897186
"中海城圣朝菲",29430,10,91,164.4,2943,16.44,9.1,179.014598540146,"肖村",35,84250,35,335,531.9,2407.14285714286,15.1971428571429,9.57142857142857,158.394435044181
"金沟河5号院",12660,5,30,42.75,2532,8.55,6,296.140350877193,"五棵松",76,198177,76,1032,900.09,2607.59210526316,11.8432894736842,13.5789473684211,220.174649201746
"茗筑",2560,1,27,9.8,2560,9.8,27,261.224489795918,"六里桥东",55,155368,55,960,650.65,2824.87272727273,11.83,17.4545454545455,238.788903404288
"旭辉奥都",10710,4,108,44,2677.5,11,27,243.409090909091,"立水桥南",194,578574,194,4393,2667.21,2982.34020618557,13.7485051546392,22.6443298969072,216.921052335587
"太平桥小区",38920,13,170,156.55,2993.84615384615,12.0423076923077,13.0769230769231,248.610667518365,"六里桥东",55,155368,55,960,650.65,2824.87272727273,11.83,17.4545454545455,238.788903404288
"北太平路16号院",2430,1,5,9,2430,9,5,270,"玉泉路",123,311038,123,2097,1576.72,2528.76422764228,12.8188617886179,17.0487804878049,197.269014155969
"天通苑北一区",182189,68,982,1043.7,2679.25,15.3485294117647,14.4411764705882,174.560697518444,"天通苑",412,1051150,412,6195,6739.08,2551.33495145631,16.3569902912621,15.0364077669903,155.978264095396
"郁花园二里",29030,14,94,203.6,2073.57142857143,14.5428571428571,6.71428571428571,142.583497053045,"高米店北",107,212012,107,1140,1512.93,1981.42056074766,14.1395327102804,10.6542056074766,140.133383566986
"万年花城三期",56069,21,313,287.4,2669.95238095238,13.6857142857143,14.9047619047619,195.09046624913,"首经贸",101,273106,101,1589,1331.3,2704.0198019802,13.1811881188119,15.7326732673267,205.142342071659
"京城仁合",14570,5,80,61.4,2914,12.28,16,237.296416938111,"广渠门外",97,306857,97,2218,1378.53,3163.47422680412,14.2116494845361,22.8659793814433,222.597259399505
"永定路57号院",2460,1,5,7.2,2460,7.2,5,341.666666666667,"玉泉路",123,311038,123,2097,1576.72,2528.76422764228,12.8188617886179,17.0487804878049,197.269014155969
"玉海园五里",7570,3,18,31.6,2523.33333333333,10.5333333333333,6,239.556962025316,"玉泉路",123,311038,123,2097,1576.72,2528.76422764228,12.8188617886179,17.0487804878049,197.269014155969
"安河家园",139530,72,1014,824.5,1937.91666666667,11.4513888888889,14.0833333333333,169.229836264403,"北安河",72,139530,72,1014,824.5,1937.91666666667,11.4513888888889,14.0833333333333,169.229836264403
"五和万科长阳天地",21760,11,136,209.6,1978.18181818182,19.0545454545455,12.3636363636364,103.81679389313,"篱笆房",114,179977,114,1614,1596.42,1578.74561403509,14.0036842105263,14.1578947368421,112.737875997545
"通典铭居",32090,13,304,175.61,2468.46153846154,13.5084615384615,23.3846153846154,182.734468424349,"通州北苑",177,373882,177,2641,2428.29,2112.32768361582,13.7191525423729,14.9209039548023,153.96925408415
"新海北里",42250,23,138,282.99,1836.95652173913,12.3039130434783,6,149.298561786636,"同济南路",49,87388,49,314,613.12,1783.42857142857,12.5126530612245,6.40816326530612,142.530010438413
"管庄西里",32749,16,150,177.98,2046.8125,11.12375,9.375,184.003820654006,"双桥",89,204006,89,1163,1074.83,2292.20224719101,12.0767415730337,13.0674157303371,189.803038620061
"老山东里",31169,14,152,161.24,2226.35714285714,11.5171428571429,10.8571428571429,193.308112130985,"八角游乐园",128,284131,128,1671,1497.05,2219.7734375,11.695703125,13.0546875,189.793928058515
"慧华苑",40620,20,121,266.05,2031,13.3025,6.05,152.678068032325,"龙泽",485,1237470,485,7736,6414.08,2551.48453608247,13.2249072164948,15.9505154639175,192.930240969866
"新城阳光",40390,19,264,254.47,2125.78947368421,13.3931578947368,13.8947368421053,158.722049750462,"梨园",147,286433,147,1700,1967.04,1948.52380952381,13.3812244897959,11.5646258503401,145.616255897186
"民岳家园三期",24980,12,161,133.14,2081.66666666667,11.095,13.4166666666667,187.622051975364,"大井",95,218088,95,1748,1262.7,2295.66315789474,13.2915789473684,18.4,172.715609408411
"新通国际花园",44308,23,432,314.7,1926.4347826087,13.6826086956522,18.7826086956522,140.7944073721,"梨园",147,286433,147,1700,1967.04,1948.52380952381,13.3812244897959,11.5646258503401,145.616255897186
"龙博苑二区",51160,20,131,230.4,2558,11.52,6.55,222.048611111111,"回龙观",161,408149,161,999,2476.25,2535.08695652174,15.3804347826087,6.20496894409938,164.825441696113
"金隅花石匠",13790,7,74,90,1970,12.8571428571429,10.5714285714286,153.222222222222,"土桥",99,177656,99,1811,1226.38,1794.50505050505,12.3876767676768,18.2929292929293,144.862114515892
"顺驰领海",42056,24,316,349.45,1752.33333333333,14.5604166666667,13.1666666666667,120.349120045786,"高米店北",107,212012,107,1140,1512.93,1981.42056074766,14.1395327102804,10.6542056074766,140.133383566986
"首开熙悦山澜庭",15620,9,217,91.02,1735.55555555556,10.1133333333333,24.1111111111111,171.610635025269,"长阳",69,112275,69,1211,805.02,1627.17391304348,11.6669565217391,17.5507246376812,139.468584631438
"天骄俊园",7970,5,30,66.9,1594,13.38,6,119.133034379671,"广阳城",43,67208,43,361,577.91,1562.97674418605,13.4397674418605,8.3953488372093,116.294924815283
"金汉绿港二区",9100,5,82,67.7,1820,13.54,16.4,134.416543574594,"顺义",194,323446,194,1733,2550.3,1667.24742268041,13.1458762886598,8.93298969072165,126.826647845352
"长景新园",18290,10,95,139.3,1829,13.93,9.5,131.299353912419,"稻田",12,21510,12,121,155,1792.5,12.9166666666667,10.0833333333333,138.774193548387
"龙湖时代天街",46520,23,548,285.74,2022.60869565217,12.4234782608696,23.8260869565217,162.805347518723,"生物医药基地",77,141738,77,1782,905.12,1840.75324675325,11.7548051948052,23.1428571428571,156.595810500265
"金隅观澜时代",10250,6,78,75.3,1708.33333333333,12.55,13,136.122177954847,"昌平东关",36,66010,36,311,527.2,1833.61111111111,14.6444444444444,8.63888888888889,125.208649468892
"河畔丽景",11359,7,162,87.88,1622.71428571429,12.5542857142857,23.1428571428571,129.255803368229,"北运河西",288,529493,288,5047,3653.76,1838.51736111111,12.6866666666667,17.5243055555556,144.91729068138
"金隅万科城",27350,14,388,197,1953.57142857143,14.0714285714286,27.7142857142857,138.832487309645,"昌平站",55,98960,55,731,749,1799.27272727273,13.6181818181818,13.2909090909091,132.122830440587
"西上园三区",15089,8,48,105.11,1886.125,13.13875,6,143.554371610694,"北运河西",288,529493,288,5047,3653.76,1838.51736111111,12.6866666666667,17.5243055555556,144.91729068138
"北街家园八区",19239,10,147,127.9,1923.9,12.79,14.7,150.422204847537,"沙河高教园",85,146597,85,1507,1086.5,1724.67058823529,12.7823529411765,17.7294117647059,134.92590888173
"天裕昕园",269540,156,2563,1773.72,1727.82051282051,11.37,16.4294871794872,151.963105788963,"花梨坎",244,456250,244,3657,2827.7,1869.87704918033,11.5889344262295,14.9877049180328,161.350213954804
"金顶阳光",11450,5,101,61.5,2290,12.3,20.2,186.178861788618,"金安桥",23,49779,23,321,297.58,2164.30434782609,12.9382608695652,13.9565217391304,167.279387055582
"大牛坊四期",9490,5,71,49.6,1898,9.92,14.2,191.33064516129,"永丰",216,441010,216,2931,2528.17,2041.71296296296,11.7044907407407,13.5694444444444,174.438427795599
"兴海园",15430,9,54,117.02,1714.44444444444,13.0022222222222,6,131.857802085114,"",8713,14460147,8713,169016,100511.62,1659.60599104786,11.5358223344428,19.398140709285,143.865425708988
"海澜中苑",18830,8,48,111.58,2353.75,13.9475,6,168.757841907152,"",8713,14460147,8713,169016,100511.62,1659.60599104786,11.5358223344428,19.398140709285,143.865425708988
"樱花园六区",6140,4,24,47.8,1535,11.95,6,128.451882845188,"",8713,14460147,8713,169016,100511.62,1659.60599104786,11.5358223344428,19.398140709285,143.865425708988
"保利罗兰香谷",13750,11,195,129.32,1250,11.7563636363636,17.7272727272727,106.325394370554,"",8713,14460147,8713,169016,100511.62,1659.60599104786,11.5358223344428,19.398140709285,143.865425708988
"金隅景和园",25829,12,252,147.54,2152.41666666667,12.295,21,175.064389318151,"",8713,14460147,8713,169016,100511.62,1659.60599104786,11.5358223344428,19.398140709285,143.865425708988
"大牛坊",37560,18,225,192.09,2086.66666666667,10.6716666666667,12.5,195.533343745119,"永丰",216,441010,216,2931,2528.17,2041.71296296296,11.7044907407407,13.5694444444444,174.438427795599
"滨河西里",20480,11,79,133.36,1861.81818181818,12.1236363636364,7.18181818181818,153.569286142771,"枣园",177,332369,177,2465,2227.3,1877.79096045198,12.583615819209,13.9265536723164,149.22507071342
"东兴一区",19690,11,66,137.8,1790,12.5272727272727,6,142.88824383164,"顺义",194,323446,194,1733,2550.3,1667.24742268041,13.1458762886598,8.93298969072165,126.826647845352
"北平里",13930,7,42,84.5,1990,12.0714285714286,6,164.852071005917,"",8713,14460147,8713,169016,100511.62,1659.60599104786,11.5358223344428,19.398140709285,143.865425708988
"金兴苑",16700,7,200,89.8,2385.71428571429,12.8285714285714,28.5714285714286,185.968819599109,"草桥",100,245576,100,2460,1220.18,2455.76,12.2018,24.6,201.262108869183
"翠竹新村",88330,43,406,506.9,2054.18604651163,11.7883720930233,9.44186046511628,174.255277174985,"国展",73,163240,73,655,940.88,2236.16438356164,12.8887671232877,8.97260273972603,173.497151602755
"滨河西里北区",12410,7,42,91.9,1772.85714285714,13.1285714285714,6,135.038084874864,"枣园",177,332369,177,2465,2227.3,1877.79096045198,12.583615819209,13.9265536723164,149.22507071342
"枣园尚城",49230,25,367,280.7,1969.2,11.228,14.68,175.38297114357,"枣园",177,332369,177,2465,2227.3,1877.79096045198,12.583615819209,13.9265536723164,149.22507071342
"桃花岛",23560,12,72,188.08,1963.33333333333,15.6733333333333,6,125.265844321565,"临河里",79,143774,79,1395,1066.51,1819.92405063291,13.5001265822785,17.6582278481013,134.807924913972
"云景里白瓷砖",15940,8,48,91.57,1992.5,11.44625,6,174.074478541007,"梨园",147,286433,147,1700,1967.04,1948.52380952381,13.3812244897959,11.5646258503401,145.616255897186
"远洋一方北润园",19379,10,162,102.7,1937.9,10.27,16.2,188.695228821811,"管庄",134,313385,134,2492,1717.92,2338.69402985075,12.8202985074627,18.5970149253731,182.421183757102
"佳运园二期",35239,14,84,187.9,2517.07142857143,13.4214285714286,6,187.541245343268,"立水桥",162,450657,162,2818,2115.76,2781.83333333333,13.0602469135802,17.3950617283951,213.000056717208
"富河园",38398,22,142,292.93,1745.36363636364,13.315,6.45454545454545,131.082511180145,"通州北关",103,181456,103,1362,1311.6,1761.70873786408,12.7339805825243,13.2233009708738,138.347057029582
"裕祥花园",36810,17,82,228.76,2165.29411764706,13.4564705882353,4.82352941176471,160.910998426298,"后沙峪",59,130979,59,407,856.48,2219.98305084746,14.5166101694915,6.89830508474576,152.927096954979
"博客园",21720,11,143,146,1974.54545454545,13.2727272727273,13,148.767123287671,"北运河西",288,529493,288,5047,3653.76,1838.51736111111,12.6866666666667,17.5243055555556,144.91729068138
"名流花园",43168,27,165,390.97,1598.81481481481,14.4803703703704,6.11111111111111,110.412563623807,"天通苑北",52,89358,52,317,696.48,1718.42307692308,13.3938461538462,6.09615384615385,128.299448656099
"运乔嘉园",40030,21,196,293.97,1906.19047619048,13.9985714285714,9.33333333333333,136.170357519475,"北运河西",288,529493,288,5047,3653.76,1838.51736111111,12.6866666666667,17.5243055555556,144.91729068138
"清逸园甲区",7239,4,24,53.54,1809.75,13.385,6,135.207321628689,"旧宫",207,417075,207,1781,2835.55,2014.85507246377,13.698309178744,8.60386473429952,147.087866551463
"石园北区",41880,27,174,385.66,1551.11111111111,14.2837037037037,6.44444444444444,108.593061245657,"顺义",194,323446,194,1733,2550.3,1667.24742268041,13.1458762886598,8.93298969072165,126.826647845352
"丽园C区",8890,5,43,66,1778,13.2,8.6,134.69696969697,"清源路",56,107220,56,437,746.66,1914.64285714286,13.3332142857143,7.80357142857143,143.599496424075
"北辰香麓",24180,10,52,167.5,2418,16.75,5.2,144.358208955224,"稻香湖路",23,49320,23,140,323.8,2144.34782608696,14.0782608695652,6.08695652173913,152.316244595429
"永顺家园",1709,2,28,19.69,854.5,9.845,14,86.7953275774505,"物资学院路",182,400796,182,2133,2388.67,2202.17582417582,13.1245604395604,11.7197802197802,167.790444054641
"随园",5210,3,22,29.08,1736.66666666667,9.69333333333333,7.33333333333333,179.160935350757,"昌平东关",36,66010,36,311,527.2,1833.61111111111,14.6444444444444,8.63888888888889,125.208649468892
"合生世界村",52329,30,477,415.7,1744.3,13.8566666666667,15.9,125.881645417368,"",8713,14460147,8713,169016,100511.62,1659.60599104786,11.5358223344428,19.398140709285,143.865425708988
"新潮嘉园一期",24280,15,100,182.6,1618.66666666667,12.1733333333333,6.66666666666667,132.968236582694,"",8713,14460147,8713,169016,100511.62,1659.60599104786,11.5358223344428,19.398140709285,143.865425708988
"融科香雪兰溪",49740,29,483,364.85,1715.1724137931,12.5810344827586,16.6551724137931,136.329998629574,"",8713,14460147,8713,169016,100511.62,1659.60599104786,11.5358223344428,19.398140709285,143.865425708988
"康泰园",5190,3,54,28.4,1730,9.46666666666667,18,182.746478873239,"枣园",177,332369,177,2465,2227.3,1877.79096045198,12.583615819209,13.9265536723164,149.22507071342
"长阳国际城二区",14338,11,220,108.2,1303.45454545455,9.83636363636364,20,132.513863216266,"长阳",69,112275,69,1211,805.02,1627.17391304348,11.6669565217391,17.5507246376812,139.468584631438
"万科天地",6770,3,13,63.5,2256.66666666667,21.1666666666667,4.33333333333333,106.614173228346,"义和庄",15,25900,15,216,194.66,1726.66666666667,12.9773333333333,14.4,133.052501798007
"东平里",17650,11,71,103.8,1604.54545454545,9.43636363636364,6.45454545454545,170.038535645472,"",8713,14460147,8713,169016,100511.62,1659.60599104786,11.5358223344428,19.398140709285,143.865425708988
"澜花语岸",30250,16,96,194.5,1890.625,12.15625,6,155.526992287918,"通州北关",103,181456,103,1362,1311.6,1761.70873786408,12.7339805825243,13.2233009708738,138.347057029582
"碧水明珠",14669,9,205,113,1629.88888888889,12.5555555555556,22.7777777777778,129.814159292035,"通州北关",103,181456,103,1362,1311.6,1761.70873786408,12.7339805825243,13.2233009708738,138.347057029582
"慧谷阳光",34630,8,98,115.8,4328.75,14.475,12.25,299.050086355786,"望京东",41,167700,41,835,596.75,4090.24390243902,14.5548780487805,20.3658536585366,281.022203602849
"和谐家园二区",40210,15,90,219.9,2680.66666666667,14.66,6,182.855843565257,"回龙观东大街",192,466903,192,1523,2684.18,2431.78645833333,13.9801041666667,7.93229166666667,173.946233114024
"嘉铭桐城C区",97870,27,764,402.5,3624.81481481481,14.9074074074074,28.2962962962963,243.155279503106,"关庄",63,198944,63,1481,889.94,3157.84126984127,14.1260317460317,23.5079365079365,223.547654898083
"和泰园",3690,1,18,13,3690,13,18,283.846153846154,"太阳宫",73,264258,73,1478,963.95,3619.97260273973,13.2047945205479,20.2465753424658,274.140774936459
"大山子南里",30670,9,53,123.1,3407.77777777778,13.6777777777778,5.88888888888889,249.14703493095,"望京南",109,358908,109,1560,1332.26,3292.73394495413,12.2225688073394,14.3119266055046,269.397865281552
"荣丰2008",84040,25,358,307,3361.6,12.28,14.32,273.745928338762,"达官营",130,357780,130,2205,1690.17,2752.15384615385,13.0013076923077,16.9615384615385,211.682848470864
"锡拉胡同21号院",3790,1,6,14.6,3790,14.6,6,259.58904109589,"灯市口",18,56909,18,211,194.14,3161.61111111111,10.7855555555556,11.7222222222222,293.133820953951
"朝阳公园西里南区",8180,2,36,29.5,4090,14.75,18,277.28813559322,"朝阳公园",24,83080,24,317,321.68,3461.66666666667,13.4033333333333,13.2083333333333,258.269087291718
"光熙门北里",23778,10,185,105.7,2377.8,10.57,18.5,224.957426679281,"光熙门",43,129565,43,701,522.8,3013.13953488372,12.1581395348837,16.3023255813953,247.828997704667
"牡丹园东里",59960,18,186,187.2,3331.11111111111,10.4,10.3333333333333,320.299145299145,"健德门",74,236398,74,1045,793.36,3194.56756756757,10.7210810810811,14.1216216216216,297.970656448523
"定福庄西街",15930,6,49,74.14,2655,12.3566666666667,8.16666666666667,214.863771243593,"传媒大学",90,226123,90,1725,1195.39,2512.47777777778,13.2821111111111,19.1666666666667,189.162532729904
"惠新南里5号院",4260,1,6,13,4260,13,6,327.692307692308,"惠新西街南口",40,127877,40,368,475.9,3196.925,11.8975,9.2,268.705610422358
"城市广场",27610,8,208,151.08,3451.25,18.885,26,182.750860471273,"十里堡",131,362372,131,2523,1632.81,2766.19847328244,12.4641984732824,19.2595419847328,221.931516832944
"国际港",41390,11,253,118.5,3762.72727272727,10.7727272727273,23,349.282700421941,"三元桥",75,238874,75,1087,877.59,3184.98666666667,11.7012,14.4933333333333,272.193165373352
"清缘东里",13510,5,62,55.5,2702,11.1,12.4,243.423423423423,"永泰庄",208,594690,208,2440,2891.91,2859.08653846154,13.9034134615385,11.7307692307692,205.63917964252
"建业苑",6919,3,20,39.96,2306.33333333333,13.32,6.66666666666667,173.148148148148,"潘家园",107,290201,107,1481,1335.2,2712.15887850467,12.4785046728972,13.8411214953271,217.346464949071
"学知园",20860,6,109,64.92,3476.66666666667,10.82,18.1666666666667,321.318545902649,"六道口",80,257916,80,1120,910.75,3223.95,11.384375,14,283.190776832281
"皂君东里",76150,20,129,234.88,3807.5,11.744,6.45,324.20810626703,"魏公村",42,159440,42,319,504.15,3796.19047619048,12.0035714285714,7.59523809523809,316.255082812655
"十里堡北里",6620,2,19,30.1,3310,15.05,9.5,219.933554817276,"十里堡",131,362372,131,2523,1632.81,2766.19847328244,12.4641984732824,19.2595419847328,221.931516832944
"芳园里",45070,13,77,189.38,3466.92307692308,14.5676923076923,5.92307692307692,237.987115851727,"将台",135,441679,135,2176,1809.41,3271.6962962963,13.403037037037,16.1185185185185,244.101115833338
"首城国际B区",14220,4,80,51.39,3555,12.8475,20,276.707530647986,"平乐园",33,106740,33,520,399.99,3234.54545454545,12.1209090909091,15.7575757575758,266.856671416785
"双榆树南里二区",11708,5,61,68.1,2341.6,13.62,12.2,171.923641703377,"人民大学",86,319946,86,737,1003.25,3720.3023255814,11.6656976744186,8.56976744186047,318.909543982058
"农光东里",23340,8,104,88,2917.5,11,13,265.227272727273,"平乐园",33,106740,33,520,399.99,3234.54545454545,12.1209090909091,15.7575757575758,266.856671416785
"洪茂沟社区",6850,2,10,25,3425,12.5,5,274,"阜成门",46,157726,46,511,545.93,3428.82608695652,11.8680434782609,11.1086956521739,288.912497939296
"松榆西里",49359,18,188,224.41,2742.16666666667,12.4672222222222,10.4444444444444,219.950091350653,"潘家园",107,290201,107,1481,1335.2,2712.15887850467,12.4785046728972,13.8411214953271,217.346464949071
"华威北里",59560,20,317,235.35,2978,11.7675,15.85,253.069895899724,"潘家园",107,290201,107,1481,1335.2,2712.15887850467,12.4785046728972,13.8411214953271,217.346464949071
"北纬40度二期",30210,9,214,96.9,3356.66666666667,10.7666666666667,23.7777777777778,311.764705882353,"来广营",14,47180,14,359,148.8,3370,10.6285714285714,25.6428571428571,317.069892473118
"万泉河62号院",19060,5,60,57.46,3812,11.492,12,331.709014966934,"苏州街",92,367369,92,1102,1162,3993.14130434783,12.6304347826087,11.9782608695652,316.152323580034
"南湖渠西里",45440,15,76,153.4,3029.33333333333,10.2266666666667,5.06666666666667,296.219035202086,"望京西",74,246619,74,1183,976.84,3332.68918918919,13.2005405405405,15.9864864864865,252.466115228697
"丽园B区",11139,6,60,89.9,1856.5,14.9833333333333,10,123.904338153504,"枣园",177,332369,177,2465,2227.3,1877.79096045198,12.583615819209,13.9265536723164,149.22507071342
"龙腾苑四区",170406,65,392,1077.8,2621.63076923077,16.5815384615385,6.03076923076923,158.105399888662,"回龙观",161,408149,161,999,2476.25,2535.08695652174,15.3804347826087,6.20496894409938,164.825441696113
"通达园",24090,9,63,137.26,2676.66666666667,15.2511111111111,7,175.506338336005,"龙泽",485,1237470,485,7736,6414.08,2551.48453608247,13.2249072164948,15.9505154639175,192.930240969866
"西黄城根南街一区",3230,1,6,11.7,3230,11.7,6,276.068376068376,"灵境胡同",10,34918,10,69,118.9,3491.8,11.89,6.9,293.67535744323
"肖家河新村东区",56840,19,178,210.17,2991.57894736842,11.0615789473684,9.36842105263158,270.447732787743,"农大南路",100,280956,100,847,1247.96,2809.56,12.4796,8.47,225.132215776147
"嘉丽园",17930,6,144,71.3,2988.33333333333,11.8833333333333,24,251.472650771389,"角门西",77,207026,77,1548,975.5,2688.64935064935,12.6688311688312,20.1038961038961,212.225525371604
"柏林爱乐四期",40490,14,138,198.27,2892.14285714286,14.1621428571429,9.85714285714286,204.216472487013,"黄渠",97,255575,97,1332,1302.23,2634.79381443299,13.4250515463918,13.7319587628866,196.259493330671
"北京北",59780,20,400,266.79,2989,13.3395,20,224.071366992766,"立水桥",162,450657,162,2818,2115.76,2781.83333333333,13.0602469135802,17.3950617283951,213.000056717208
"阜北小区",10710,3,16,38.83,3570,12.9433333333333,5.33333333333333,275.817666752511,"白堆子",23,73488,23,167,296.92,3195.13043478261,12.9095652173913,7.26086956521739,247.501010373164
"右安门内大街",12860,4,20,57.5,3215,14.375,5,223.652173913043,"陶然亭",61,176898,61,783,741.36,2899.96721311475,12.1534426229508,12.8360655737705,238.612819682745
"动物园宿舍",3190,1,5,11.3,3190,11.3,5,282.300884955752,"动物园",73,128049,73,1378,799.78,1754.09589041096,10.9558904109589,18.8767123287671,160.105278951712
"三义东里",15650,5,38,78.2,3130,15.64,7.6,200.127877237852,"湾子",31,84118,31,389,384.46,2713.48387096774,12.401935483871,12.5483870967742,218.795193258076
"甜水园西里",3490,1,6,13.2,3490,13.2,6,264.393939393939,"金台路",97,298437,97,1078,1177.8,3076.67010309278,12.1422680412371,11.1134020618557,253.385124808966
"明光村小区",36180,10,136,112.05,3618,11.205,13.6,322.89156626506,"大钟寺",60,207729,60,716,708.62,3462.15,11.8103333333333,11.9333333333333,293.145832745336
"八角南路",22380,10,69,113.98,2238,11.398,6.9,196.350236883664,"古城",119,275627,119,1305,1413.26,2316.19327731092,11.8761344537815,10.9663865546218,195.029223214412
"鲁能7号院颐景溪园",7790,6,78,68,1298.33333333333,11.3333333333333,13,114.558823529412,"",8713,14460147,8713,169016,100511.62,1659.60599104786,11.5358223344428,19.398140709285,143.865425708988
"绿岛家园",5830,4,23,56.94,1457.5,14.235,5.75,102.388479100808,"",8713,14460147,8713,169016,100511.62,1659.60599104786,11.5358223344428,19.398140709285,143.865425708988
"佳世苑小区",10290,7,74,96.87,1470,13.8385714285714,10.5714285714286,106.224837410963,"苏庄",29,40160,29,243,367.63,1384.8275862069,12.6768965517241,8.37931034482759,109.24026874847
"水关新村",2960,2,12,23.5,1480,11.75,6,125.957446808511,"",8713,14460147,8713,169016,100511.62,1659.60599104786,11.5358223344428,19.398140709285,143.865425708988
"蓝郡国际花园",5270,3,29,37.9,1756.66666666667,12.6333333333333,9.66666666666667,139.050131926121,"昌平站",55,98960,55,731,749,1799.27272727273,13.6181818181818,13.2909090909091,132.122830440587
"茶花里",5420,3,16,38.26,1806.66666666667,12.7533333333333,5.33333333333333,141.662310507057,"云锦路",66,121460,66,634,790,1840.30303030303,11.969696969697,9.60606060606061,153.746835443038
"力联大厦",3620,2,62,20.5,1810,10.25,31,176.585365853659,"常府街",18,35510,18,205,200.9,1972.77777777778,11.1611111111111,11.3888888888889,176.754604280737
"豆菜桥小区",3790,2,14,23.6,1895,11.8,7,160.593220338983,"珠江路",27,52710,27,349,300.78,1952.22222222222,11.14,12.9259259259259,175.244364651905
"中和桥5号",4670,3,19,35.6,1556.66666666667,11.8666666666667,6.33333333333333,131.179775280899,"武定门",85,126140,85,777,1057,1484,12.4352941176471,9.14117647058823,119.337748344371
"时光澔韵",33330,20,332,266.5,1666.5,13.325,16.6,125.065666041276,"安德门",40,63270,40,460,542.6,1581.75,13.565,11.5,116.605234058238
"石头城新村",3720,2,14,26.18,1860,13.09,7,142.09320091673,"",8713,14460147,8713,169016,100511.62,1659.60599104786,11.5358223344428,19.398140709285,143.865425708988
"良城美景家园",37620,26,226,327.2,1446.92307692308,12.5846153846154,8.69230769230769,114.975550122249,"武定门",85,126140,85,777,1057,1484,12.4352941176471,9.14117647058823,119.337748344371
"万达西地一期",20130,10,286,126.78,2013,12.678,28.6,158.778987221959,"集庆门大街",18,33770,18,402,212.82,1876.11111111111,11.8233333333333,22.3333333333333,158.678695611315
"金盛公寓",5270,4,24,45.6,1317.5,11.4,6,115.570175438596,"双龙大道",120,145260,120,1424,1319.8,1210.5,10.9983333333333,11.8666666666667,110.062130625852
"云燕园小区",10670,8,78,97.2,1333.75,12.15,9.75,109.77366255144,"五塘广场",35,42670,35,324,366.18,1219.14285714286,10.4622857142857,9.25714285714286,116.52739090065
"龙西新寓",25730,20,580,192.7,1286.5,9.635,29,133.523611831863,"南京南站",28,41220,28,727,302.2,1472.14285714286,10.7928571428571,25.9642857142857,136.399735274653
"北景园芳洲苑",15750,10,110,123.3,1575,12.33,11,127.737226277372,"",8713,14460147,8713,169016,100511.62,1659.60599104786,11.5358223344428,19.398140709285,143.865425708988
"白马湖小区凤凰苑",7240,4,24,55.3,1810,13.825,6,130.922242314647,"",8713,14460147,8713,169016,100511.62,1659.60599104786,11.5358223344428,19.398140709285,143.865425708988
"滨康二苑",14590,7,71,93.1,2084.28571428571,13.3,10.1428571428571,156.71321160043,"西兴",66,136890,66,1116,798.89,2074.09090909091,12.1043939393939,16.9090909090909,171.350248469752
"景芳二区",8930,5,35,44.4,1786,8.88,7,201.126126126126,"景芳",29,53670,29,238,284.2,1850.68965517241,9.8,8.20689655172414,188.845883180859
"景苑公寓",3780,2,26,21.5,1890,10.75,13,175.813953488372,"景芳",29,53670,29,238,284.2,1850.68965517241,9.8,8.20689655172414,188.845883180859
"铭雅苑东区",24980,18,107,219.18,1387.77777777778,12.1766666666667,5.94444444444444,113.970252760288,"金家渡",55,82920,55,697,686.68,1507.63636363636,12.4850909090909,12.6727272727273,120.754936797344
"潮王公寓",1990,1,20,11.6,1990,11.6,20,171.551724137931,"打铁关",39,75110,39,523,452.12,1925.89743589744,11.5928205128205,13.4102564102564,166.128461470406
"艮园社区",9100,5,35,52.22,1820,10.444,7,174.26273458445,"建国北路",46,92870,46,564,516.89,2018.91304347826,11.2367391304348,12.2608695652174,179.67072297781
"亲亲家园一期",36020,25,201,300.62,1440.8,12.0248,8.04,119.819040649325,"墩祥街",115,167330,115,1854,1380.41,1455.04347826087,12.0035652173913,16.1217391304348,121.217609261017
"紫桂花园",1760,1,5,11.6,1760,11.6,5,151.724137931034,"丰潭路",98,181770,98,713,1240.57,1854.79591836735,12.6588775510204,7.27551020408163,146.521357118099
"中江花园",9760,5,35,65.85,1952,13.17,7,148.215641609719,"建国北路",46,92870,46,564,516.89,2018.91304347826,11.2367391304348,12.2608695652174,179.67072297781
"宝龙云滨湾",5700,4,72,40.7,1425,10.175,18,140.04914004914,"",8713,14460147,8713,169016,100511.62,1659.60599104786,11.5358223344428,19.398140709285,143.865425708988
"德信早城",26420,15,413,166.1,1761.33333333333,11.0733333333333,27.5333333333333,159.060806742926,"金沙湖",53,89490,53,1398,604.4,1688.49056603774,11.4037735849057,26.377358490566,148.064195896757
