"community_name","business_district","all_num_business_district","all_num_community","business_district_average_price","community_average_price","community_sales_num","exbination_and_adjustment_ave_exhibition_period","price_adjustment_num","price_adjustment_average"
"水湘人家西苑","新塘",193,107,2192.22797927461,1932.24299065421,23,0.734374509460427,9,203.333333333333
"华元欢乐城","南苑",317,74,1114.41640378549,1105,15,0.785139033327269,4,127.5
"龙湖北城天街","刘行",322,116,1954.25465838509,2513.53448275862,31,1.31837826409409,7,381.428571428571
"保利叶上海(二期)","刘行",322,23,1954.25465838509,1464.78260869565,8,0.91025060876928,1,240
"松泉山庄","",17337,11,2055.19659648111,1820.90909090909,3,1.72214252509704,1,260
"星海名城三期","",17337,5,2055.19659648111,2169.8,3,0.517757476632242,3,2734.33333333333
"望京花园东区","东湖渠",239,73,4037.13389121339,3409.68493150685,17,1.17347859516347,1,2831
"西局欣园南区","七里庄",92,13,3360.61956521739,3041.53846153846,1,0.0710846982817789,1,200
"阳光乐府","黄村西大街",182,9,2267.91208791209,1610.77777777778,3,0.428548281867011,1,100
"前进花园石门苑","石门",456,68,2139.73026315789,1972.35294117647,13,1.51460738619002,4,602.75
"临江花园","中医药大学站",56,18,2307.85714285714,2221.66666666667,5,0.832221187525601,2,165
"三林世博家园(新浦路199弄)","浦三路",152,5,2126.71052631579,1726,1,0.395785663226688,1,240
"中福花苑","南浦大桥",83,22,5088.77108433735,5619.95454545455,7,1.86211305417108,3,1907
"景舒苑一村","联航路",127,6,1778.11023622047,1803.33333333333,3,1.17022705528931,3,223.333333333333
"滨浦新苑二村","沈杜公路",49,2,1401.42857142857,1575,2,2.99386664082883,1,300
"祥祺花园","",17337,23,2055.19659648111,1528.30434782609,10,0.693490568180831,2,25
"万里雅筑","上海西站",200,5,2731.77,2352,2,2.0179486590508,2,170
"角门东里","角门东",384,43,3652.17754569191,3969.53488372093,6,0.465971733983879,2,200
"依翠园","八角游乐园",258,25,2782.28294573643,3198.4,8,1.88062293729109,3,223.333333333333
"保利西山林语","",17337,45,2055.19659648111,3218.84444444444,17,2.38202530077057,2,1035
"天鑫家园","回龙观东大街",466,39,2783.6008583691,2988.17948717949,8,1.82084567018405,1,1791
"交大东路56号院","西直门",135,5,5190.81481481481,5446,4,5.21594749836789,2,865
"碧波园","广阳城",123,15,1728.92682926829,1692.66666666667,7,2.13178945420039,1,200
"公园五号","金台路",271,4,4431.0184501845,4927.5,3,5.75110239738529,2,430
"钱塘玫瑰湾","杨家墩站",63,29,2013.96825396825,1907.24137931034,10,1.0244349671926,2,155
"中远两湾城","中潭路",187,111,4004.4385026738,3712.16216216216,31,2.21559495732501,15,416
"朝霞新苑","祁连山南路",133,2,2525.6992481203,2545,2,1.00302718241458,1,170
"新明星花园","航中路",106,11,2587.44339622642,2299.09090909091,4,1.81559988546427,3,293.333333333333
"绿地蔷薇九里(公寓)","松江大学城",274,34,1972.62773722628,1757.05882352941,3,0.382957963518928,3,430
"保利西子湾","松江大学城",274,67,1972.62773722628,1788.65671641791,18,1.65778806769149,4,225
"航华二村梧柏小区","航中路",106,8,2587.44339622642,2230,2,2.00031876173353,2,235
"宝华海尚郡领","锦绣路",191,2,2542.18848167539,1760,1,1.49178637533,1,230
"浦江世博家园九街坊","联航路",127,10,1778.11023622047,1800,3,1.00341999236108,3,206.666666666667
"青春驿站","九亭",318,10,2051.79245283019,4241,2,0.797011502833554,1,200
"三佳花苑","星中路",69,4,3247.39130434783,5040,1,0.500228074713162,1,350
"曹杨五村(南杨园)","金沙江路",54,4,3839.42592592593,4860,3,1.25237061582161,1,400
"万科早城(二期)","芦恒路",53,3,2661.88679245283,3543.33333333333,3,9.00995158975231,2,535
"祥源福邸","南翔",366,7,2203.10928961749,1548.57142857143,4,3.28302578526633,2,185
"宏立瑞园","南翔",366,34,2203.10928961749,1704.11764705882,9,0.9118242846405,3,156.666666666667
"绿川家园","锦绣路",191,2,2542.18848167539,1310,2,4.50986627968925,2,365
"海尚乐苑","周浦东",97,11,1518.12371134021,1360.72727272727,1,0.27245361646468,1,440
"美安路215弄","罗南新村",214,13,1503.78504672897,1361.53846153846,6,0.461097194276474,2,185
"美罗家园金丰苑","美兰湖",41,11,2445.36585365854,1371.81818181818,4,1.90693274060057,2,285
"日月光伯爵天地","嘉定北",179,12,2070,1223.33333333333,6,1.08344577238608,1,270
"嘉丰佳苑","嘉定西",273,12,1517.43223443223,1300,4,2.27345677838718,3,213.333333333333
"锦绣逸庭(公寓)","徐盈路",31,10,1900.32258064516,1823,2,1.50158364122692,2,220
"滨海之窗","",17337,32,2055.19659648111,2993.71875,3,0.2798420420283,1,400
"留仙苑1期","",17337,5,2055.19659648111,2710,1,0.200169850787079,1,200
"华丽东村","",17337,13,2055.19659648111,1784.61538461538,6,2.84798070710672,3,166.666666666667
"三里河路5号院","白石桥南",41,6,4713.09756097561,4521.66666666667,2,0.988963039299864,1,60
"京泉馨苑","",17337,28,2055.19659648111,2726.75,5,0.251474607036444,2,880
"建材城东一里","霍营",628,24,2927.81687898089,3437.91666666667,8,3.53877202262573,6,290
"华诚花园","物资学院路",448,10,2340.85906040268,2246,4,2.0004743025979,1,200
"新建村","物资学院路",448,109,2340.85906040268,2615.04587155963,33,1.6642116222885,8,330
"和义西里二区","",17337,4,2055.19659648111,2815,2,3.2542106906166,1,230
"东罗园","景泰",110,3,3654.13636363636,2150,1,0.972998699911031,1,100
"义宾南区","石门",456,16,2139.73026315789,2427.5,4,2.24106180144733,2,960.5
"桃花岛","临河里",258,29,2731.20930232558,1939.65517241379,8,2.14184734082313,5,544
"五棵松26号院","海淀五路居",199,6,4063.47236180905,3668.33333333333,2,0.50146866855568,1,330
"和平街十五区1号院","光熙门",153,10,4033.54901960784,4952,1,0.291273340615685,1,500
"大屯里小区","大屯路东",128,31,5110.3046875,3402.22580645161,17,3.54725690881821,10,335
"中湾国际","苏州街",237,17,5442.44303797468,8307.05882352941,4,0.700953691317365,2,335
"清上园","上地",378,30,3807.7671957672,4196.33333333333,9,1.53737261530122,5,344
"万年花城三期","首经贸",445,91,3243.38513513513,3280.41758241758,11,0.66991630134377,1,270
"复地国际公寓","呼家楼",79,4,5487.05063291139,8225,2,1.25548953012391,1,400
"永乐西区","八宝山",344,27,3234.26744186047,3425.18518518519,10,2.04092083369662,4,240
"智学苑","西二旗",314,93,3241.49201277955,3045.41935483871,28,2.62066197591669,5,438
"彩虹城二区","石榴庄",183,17,3302.99453551913,2804.70588235294,7,3.88354102512396,1,2961
"永泰庄6号院","永泰庄",463,3,3299.79049676026,3970,1,0.668424325675508,1,100
"鱼市街小区","珠江路",79,5,2716.32911392405,2346,3,6.60030615056278,1,600
"石榴园","张府园",49,8,2353.0612244898,1813.75,1,0.499915918949991,1,330
"翠屏清华园","",17337,22,2055.19659648111,1541.36363636364,7,2.45271261036747,2,245
"秦湾景园","双龙大道",183,63,1293.06010928962,1199.84126984127,29,1.92027632240103,4,185
"春波西苑","西兴",159,81,2168.93081761006,2215.18518518519,21,1.76688436867398,4,792.5
"宋都美域锦园","雨润大街",29,5,1823.10344827586,1726,1,0.80002498964855,1,130
"中企艮山府","新塘",193,55,2192.22797927461,2530.54545454545,4,0.216850508169193,1,200
"奥克斯钟山府","仙鹤门",190,153,1591.21052631579,1530.06535947712,36,1.78979012275755,2,165
"汉中翠庭","汉中门",66,2,2317.30303030303,1660,1,1.99183122831086,1,200
"东方龙湖湾东湖苑","南京交院",37,2,1160,1260,2,1.97273952255922,1,130
"杭钢尚堂府","",17337,19,2055.19659648111,1403.15789473684,10,1.36451655260797,1,270
"首开武林8栋","",17337,78,2055.19659648111,1694.74358974359,42,3.85362014334164,11,190
"政苑小区","三坝",131,23,1971.29770992366,1963.47826086957,6,1.43396384909137,2,115
"江虹小区","滨和路",319,14,2205.48589341693,2226.42857142857,4,3.20775997018373,4,222.5
"新华坊社区","建国北路",125,16,2653.52,2099.375,5,2.12395751345851,1,140
"欣盛东方郡西区","滨和路",319,23,2205.48589341693,2093.91304347826,6,1.33492594740097,3,306.666666666667
"通和戈雅公寓","浦沿站",44,18,1825.45454545455,1733.33333333333,6,3.00036871413742,3,90
"世茂之西湖","中医药大学站",56,3,2307.85714285714,1790,1,1.30014178542075,1,40
"龙湖旭辉春江悦茗","江陵路",311,92,2137.13826366559,1656.95652173913,51,2.71671378697852,9,383.333333333333
"山水人家美林泉","丰潭路",204,11,2105.63725490196,2424.54545454545,3,0.444824739068697,2,215
"依锦苑","",17337,7,2055.19659648111,1288.57142857143,4,3.42080764969426,1,70
"新城红郡","",17337,56,2055.19659648111,997.678571428571,3,0.213880392161725,2,70
"红联九漾华庭▪东区","南苑",317,106,1114.41640378549,1103.67924528302,8,0.735945028607102,4,300
"滨江德信东方星城","火车东站",175,162,1773.94285714286,1738.08641975309,32,1.22699089330214,4,182.5
"瑞嘉苑","海伦路",37,2,3472.67567567568,5725,1,1.48300175665429,1,170
"文化佳园","延吉中路",56,4,3500.17857142857,2667.5,1,0.982949346218396,1,1200
"东珂花苑","民生路",119,11,3088.96638655462,2589.09090909091,3,1.54343218496954,2,100
"印象春城","周浦东",97,10,1518.12371134021,3038,5,2.59681944600603,3,310
"滨浦新苑三村","联航路",127,7,1778.11023622047,1627.14285714286,3,1.85550059500155,2,150
"金枫里","殷高西路",153,16,2390.19607843137,1936.25,7,2.43834715128117,2,170
"芳雅苑","龙阳路",105,7,2816.27619047619,3285.71428571429,2,1.27648488781755,1,300
"中邦城市","",17337,8,2055.19659648111,1830,2,1.62151175334946,2,215
"香逸湾","共富新村",138,9,2121.50724637681,2940,1,0.109473989556233,1,160
"万科四季花城","友谊西路",40,46,1751.25,2006.52173913043,9,1.47821329370027,2,190
"鹤沙航城东茗苑","鹤沙航城",122,15,1277.2479338843,982.466666666667,6,0.599903899180484,1,100
"汇福家园健康里","鹤沙航城",122,9,1277.2479338843,1100,6,7.77692664085286,4,167.5
"经纬学士逸居家园(五期)","南陈路",190,37,1786.1,1685.13513513514,8,1.00025019556441,3,356.666666666667
"大华锦绣华城(十二街区)","锦绣路",191,15,2542.18848167539,2498,5,3.00031283005814,2,400
"弘扬雅苑","金桥路",63,4,2829.52380952381,2437.5,1,0.501820577274042,1,100
"富裕广场","下瓦房",42,5,1661.42857142857,1820,1,0.790863892405121,1,200
"丰兴广场","石牌桥",41,36,2613.17073170732,2680.83333333333,9,0.639278886919466,2,155
"南国奥林匹克花园悉尼","汉溪长隆",62,15,1503.87096774194,1564,3,1.39789769238013,1,100
"首创天禧68","",17337,38,2055.19659648111,1046.57894736842,15,2.55687275659169,4,52.5
"浪琴屿花园","",17337,7,2055.19659648111,2964.28571428571,3,2.13356401872225,1,300
"延静里中街3号院","金台路",271,13,4431.0184501845,3340.76923076923,3,0.907739555718552,1,100
"强佑清河新城","永泰庄",463,15,3299.79049676026,4803.93333333333,4,1.26538019288046,1,170
"锦荟PARK","",17337,176,2055.19659648111,1403.75,54,1.93954426120656,11,263.636363636364
"","",17337,1615,2055.19659648111,2202.64210526316,347,1.38833763366237,39,342.564102564103
"众孚新村","",17337,6,2055.19659648111,1938,1,0.656500427582658,1,130
"世纪春城三期","",17337,7,2055.19659648111,1520,2,0.284621040747358,1,100
"上林溪","上地",378,31,3807.7671957672,3269.64516129032,7,0.844066789388176,2,85
"北京人家","龙泽",912,81,2846.23516483517,2207.675,17,1.35754518222052,5,198
"静安里","三元桥",219,24,4503.44036697248,4132.83333333333,7,1.83149328991242,3,1053.66666666667
"天通苑北二区","天通苑",946,124,2642.09936575053,2608.04838709677,21,1.52342292759719,5,204
"百旺茉莉园","西北旺",108,22,3138.87037037037,3053.18181818182,12,3.95144404343307,5,354
"友谊嘉园三期","永丰",497,204,2161.18712273642,2027.35294117647,86,5.59689440753348,62,460.967741935484
"天裕昕园","花梨坎",408,198,2193.9312039312,1808.9898989899,38,1.43162960545274,7,192.857142857143
"七星园","八角游乐园",258,28,2782.28294573643,3190.71428571429,10,1.75021003453012,1,2121
"世纪佳苑","古城",272,7,2681.38602941176,2167.14285714286,4,0.988298041031711,1,200
"花涧溪","临河里",258,18,2731.20930232558,2483.88888888889,3,1.05549639775276,2,180
"前进花园玉兰苑","石门",456,14,2139.73026315789,2102.85714285714,8,4.50561588155254,2,320
"东洲家园","善各庄",30,30,3395,3395,14,1.73311297092936,3,276.666666666667
"安河家园","北安河",133,133,2517.89473684211,2517.89473684211,47,2.80660740888403,18,250.555555555556
"双龙南里","北工大西门",120,32,3711.85,4684.03125,12,2.13007330528814,3,246.666666666667
"黄村西里","黄村西大街",182,25,2267.91208791209,3403.2,6,1.12069265636426,2,170
"天恒乐活城","",17337,33,2055.19659648111,1471.81818181818,6,0.725687190985974,1,600
"保利罗兰香谷","",17337,26,2055.19659648111,1581.92307692308,6,1.230808576907,1,440
"中门寺南坡小区","",17337,41,2055.19659648111,1850.9756097561,7,1.85562790526022,5,170
"芍药居14号院","芍药居",267,2,5070.80524344569,6245,1,1.95311031184125,1,300
"宝盛北里","永泰庄",463,70,3299.79049676026,3091.25714285714,14,1.18205780195236,5,294
"怡海花园富润园","科怡路",315,61,2957.0380952381,2915.86885245902,15,1.2535843376201,3,917
"秀水园","金台路",271,22,4431.0184501845,4074.54545454545,11,1.990230889759,5,406
"安贞里","安贞门",54,26,4701.62962962963,3779.53846153846,12,3.83839717061039,2,100
"天畅园","北苑路北",146,13,3753.10273972603,4240,4,1.06631413385612,1,200
"龙柏香榭苑","龙柏新村",153,9,2691.88888888889,2584.44444444444,3,3.44228089482481,3,246.666666666667
"屹立家园","通河新村",86,2,2599.39534883721,879.5,1,1.99570519853521,1,10
"凤凰景苑","东川路",76,10,1743.67105263158,1492.9,6,3.70245330144355,5,192
"中信中山大楼","上海体育场",93,4,3900.1935483871,2890,1,1.24644036478811,1,470
"御上海","松江大学城",274,16,1972.62773722628,2056.25,4,0.749453967133433,3,270
"上海康城","",17337,143,2055.19659648111,1812.7972027972,30,0.776551168984223,8,213.75
"好旺花苑","行知路",173,2,2681.64161849711,1990,1,2.48884362158676,1,200
"通河八村","通河新村",86,7,2599.39534883721,1777,2,0.571735323447557,1,370
"恒盛豪庭","殷高西路",153,12,2390.19607843137,1943.33333333333,6,5.75088957602917,4,155
"康桥花园","御桥",151,8,2104.2119205298,1678.75,3,3.25371148427948,2,150
"东苑半岛花园(公寓)","虹莘路",64,7,2621.25,2435.71428571429,3,1.28549625658445,1,200
"滨浦新苑五村","联航路",127,10,1778.11023622047,1747,4,1.09989815926193,1,340
"金融家","",17337,35,2055.19659648111,1968.28571428571,11,2.5442211816564,2,40
"万乐城(商业类)","",17337,7,2055.19659648111,1962.71428571429,6,3.57219344996783,3,183.333333333333
"菊祥苑","刘行",322,40,1954.25465838509,1307.5,22,2.99781103742592,3,170
"景舒苑三村","联航路",127,3,1778.11023622047,1316.66666666667,1,0.996030930146391,1,200
"宝菊新家园","嘉定西",273,9,1517.43223443223,1241.11111111111,2,1.21706632357014,2,575.5
"光鸿苑","临沂新村",66,8,3594.54545454545,3048.75,2,0.738264635500533,2,220
"悦达花苑","延安西路",68,3,4906.60294117647,4093.33333333333,1,1.65304049002628,1,200
"河滨围城","江宁路地铁站",48,1,4190.625,3330,1,4.96041719753433,1,100
"鸿景园","华师",136,25,1928.38235294118,2256.4,6,2.28012570013492,2,235
"美林海岸花园","科韵路",78,36,1864.74358974359,1947.77777777778,9,1.22129818462916,2,115
"和谐家园","七里庙",26,6,990.769230769231,960,1,0.166565092355473,1,30
"汉江湾壹号","古田一路",45,45,1072.44444444444,1072.44444444444,12,2.17839116258974,4,107.5
"宝珠花园","珠光",87,24,2584.13793103448,2147.91666666667,8,1.29183730409193,1,300
"东乐花园","太安",76,59,1791.97368421053,1744.06779661017,13,0.474542257495818,1,270
"玮鹏花园","",17337,30,2055.19659648111,2216.1,8,1.03060495060278,3,23.3333333333333
"罗湖金岸大厦","",17337,7,2055.19659648111,2902.85714285714,3,0.854735355057887,1,300
"大冲城市花园","",17337,86,2055.19659648111,2614.90697674419,28,1.54547451268118,5,366
"春华四季园二期","",17337,49,2055.19659648111,1584.48979591837,10,0.8343795738394,2,755
"弘雅花园雅豪轩三期","",17337,10,2055.19659648111,1917.8,5,2.50321416655321,1,500
"星海名城一期四组团","",17337,6,2055.19659648111,2613.33333333333,1,0.502310033086457,1,540
"华业东方玫瑰C区","临河里",258,26,2731.20930232558,3341.53846153846,7,1.91960681789897,3,313.333333333333
"潘家园东里","潘家园",309,28,3912.71844660194,4651.39285714286,9,1.78913946531141,4,850
"欧陆经典","大屯路东",128,26,5110.3046875,4441.53846153846,9,1.53296947130408,5,528
"华贸城","北苑",318,62,3819.92767295597,5158.38709677419,15,1.73712632609311,3,756.666666666667
"九龙花园","双井",320,51,4744.6394984326,4013.6862745098,21,3.21770236075639,6,643.5
"懿品阁","北沙滩",147,3,4233.43537414966,6080,2,10.0105705525735,2,565
"加州水郡三期","篱笆房",319,106,1919.13479623824,1691.03773584906,16,1.56668371361371,4,200
"瑞丽江畔","角门西",202,32,3704.86138613861,2834.625,9,1.75025298748769,2,85
"颐源居一期","公主坟",38,2,4043.42105263158,3090,1,0.502440979479364,1,100
"王府大街","新街口",116,2,3735.4224137931,2110,1,2.99608355640537,1,330
"富贵山小区","明故宫",127,5,2025.43307086614,1786,2,1.59719578383587,1,230
"云燕园小区","五塘广场",67,10,1306.71641791045,1559,4,0.800029110261688,1,200
"保利中央公园东苑","东大九龙湖校区",40,12,2132,2380.83333333333,4,1.41685707141473,1,200
"大华海派风景","",17337,9,2055.19659648111,1205.55555555556,3,2.31918050856839,1,100
"佳兆业西溪璞园","",17337,59,2055.19659648111,1027.28813559322,9,2.0164589101433,5,140
"天城府","闸弄口",67,6,2189.70149253731,1548.33333333333,3,1.83652878706056,2,170
"奥克斯缔逸城","白洋",133,55,1246.16541353383,1241.63636363636,24,1.96253791160169,2,165
"寰宇天下","江陵路",311,30,2137.13826366559,2518.66666666667,7,1.3675009299398,4,362.5
"湘云雅苑","滨和路",319,37,2205.48589341693,2084.59459459459,11,2.40541438827994,5,264
"海桐苑","世纪公园",92,4,2701.47826086957,2425,3,3.74343444178226,1,270
"当代高邸","上海大学",134,21,2104.55223880597,1960,9,2.81088875504385,6,223.333333333333
"连城新苑","东靖路",77,25,2404.67532467532,2004,9,1.9211603494057,7,248.571428571429
"御沁园(公寓)","",17337,6,2055.19659648111,1693.33333333333,3,4.17173368653306,2,250
"佳信花苑","龙柏新村",153,4,2691.88888888889,2282.5,2,7.25433412307114,2,350
"金港花园(公寓)","泗泾",489,51,2055.96932515337,1797.64705882353,15,1.66798034154587,8,321.25
"锦秋花园(别墅)","上海大学",134,14,2104.55223880597,2195.71428571429,4,1.28507675475446,1,260
"新虹桥雅苑","徐泾东",15,7,2074.66666666667,2185.71428571429,3,1.71775461098189,1,370
"中建锦绣天地","蟠龙路",14,13,2088.57142857143,2134.61538461538,1,0.460354836868637,1,400
"绿洲康城亲水湾(西区)","御桥",151,1,2104.2119205298,1590,1,5.99373462307784,1,240
"马陆金沙湾","马陆",78,10,2587.94871794872,1958,4,1.70281859611196,2,170
"荣盛名邸(公寓)","",17337,20,2055.19659648111,1579.5,5,2.35046443538782,2,180
"好日子大家园C区","刘行",322,25,1954.25465838509,1563.6,12,2.89111871369569,5,198
"中金海棠湾(公寓)","周浦东",97,46,1518.12371134021,1345.21739130435,25,1.59034501932867,9,174.444444444444
"绿地领海(商业类)","祁华路",133,6,1764.58646616541,1313.33333333333,1,0.993080113740339,1,200
"爱家亚洲花园","锦绣路",191,17,2542.18848167539,2405.29411764706,4,1.23715063836028,3,323.333333333333
"绿地新干线","剑川路",33,4,1554.21212121212,1475,2,2.50889541380176,2,135
"佳龙花园","黄兴公园",49,12,3351,2684.91666666667,3,0.918026784551272,1,340
"洪都逸品","黄花岗",37,6,2126.75675675676,2070,3,0.168789171174996,1,200
"祥云天都世纪大厦","沙尾",143,15,2759.41958041958,3264,4,0.466859604071136,2,165
"大冲都市花园","",17337,96,2055.19659648111,3802.70833333333,40,2.12432916701352,9,131.111111111111
"凯丰花园二期","孖岭",102,22,2454.43137254902,2933.18181818182,6,2.45566469929021,5,312
"莲丰大厦","",17337,4,2055.19659648111,3507.5,2,0.247585428188796,1,330
"祥福雅居","笋岗",39,7,2246.92307692308,2561.42857142857,3,2.5727291016324,1,140
"新秀村南区","",17337,27,2055.19659648111,1912.22222222222,10,4.73813607885718,1,140
"合家春天","诚信大道",104,12,1502.98076923077,1675,6,3.74926279054242,1,240
"郁金香花苑","大明路",58,20,1896.72413793103,1850,8,1.24338588140394,2,165
"左邻右里枫叶苑","宏运大道",34,10,1349.41176470588,1250,3,2.20053543749203,1,300
"亲亲家园一期","墩祥街",204,36,1516.07843137255,1450.55555555556,13,3.38528138394349,5,194
"金地自在城","金家渡",151,101,1625.76158940397,1419.30693069307,7,0.37308248235423,2,115
"航新路260弄","航中路",106,5,2587.44339622642,2434,1,0.994881460780347,1,330
"三江小区","漕宝路",101,10,3740.38613861386,4375,1,0.501592699390043,1,340
"江南星城","虹莘路",64,17,2621.25,2387.64705882353,2,0.588666957449777,1,130
"亭汇花苑","九亭",318,20,2051.79245283019,2166.5,6,1.1507934853883,2,215
"航华一村","航中路",106,16,2587.44339622642,3034.375,6,2.75082260360424,3,180
"龙柏七村","紫藤路",62,18,2805.29032258065,2288.33333333333,6,1.66822804948123,5,226
"嘉和花苑","莲花路",178,15,2865.11235955056,2562,2,1.39883438337254,2,200
"恒大星级公寓","东明路",88,15,3029.09090909091,2541.33333333333,2,0.534627556965859,1,370
"嘉富丽苑","龙柏新村",153,15,2691.88888888889,2412.66666666667,2,0.801327609442082,2,170
"丰舍东苑","民雷路",21,3,1962.38095238095,1646.66666666667,1,1.67014899709526,1,200
"骏景雅苑","长江南路",196,93,2284.64285714286,1972.15053763441,7,0.428615480789723,3,200
"金地褐石苑","泗泾",489,41,2055.96932515337,2171.70731707317,15,2.22140143872155,9,218.888888888889
"秋月枫舍","镇坪路",91,21,4178.68131868132,3225.71428571429,1,0.33219642190312,1,670
"桂林苑","桂林路",123,4,3880.56910569106,3690,1,1.00159237525184,1,300
"凌二小区","民生路",119,1,3088.96638655462,3590,1,3.02323066377529,1,300
"宜山路691弄","桂林路",123,3,3880.56910569106,2946.66666666667,1,2.00287072529028,1,300
"岚皋西路45弄","镇坪路",91,2,4178.68131868132,2680,2,3.00215084560215,1,100
"陈家门小区","浦东大道",69,4,3689.3768115942,3342.5,1,1.74346789259464,1,360
"玉佛城","江宁路地铁站",48,10,4190.625,3628,3,1.50165721324059,3,226.666666666667
"新凯一期","佘山",143,38,1839.51048951049,1648.15789473684,7,1.57944305661202,3,233.333333333333
"顶琇国际城","唐家墩",306,129,1187.74509803922,1143.33333333333,21,0.814066181858462,3,43.3333333333333
"南粤明珠海洋之心","",17337,21,2055.19659648111,4067.14285714286,8,1.57117609928341,3,343.333333333333
"锦绣东方一期","",17337,28,2055.19659648111,993.214285714286,12,2.88020105131562,2,35
"苹果园","",17337,18,2055.19659648111,3254.44444444444,9,1.94152179410612,4,185
"福景大厦","",17337,8,2055.19659648111,3396.25,4,1.9984921649633,3,276.666666666667
"深南花园","",17337,24,2055.19659648111,2479.5,9,2.20518457623969,3,220
"华润城润府一期","",17337,98,2055.19659648111,3592.65306122449,14,0.733812220085522,6,323.333333333333
"景贝南小区","",17337,38,2055.19659648111,1637.10526315789,11,2.05244441673298,5,258
"中信湾上六座","碧海湾",166,12,2474.63855421687,2660.83333333333,5,2.74772426653078,2,130
"海印长城","",17337,7,2055.19659648111,1965.28571428571,3,0.992960658684058,1,730
"莱蒙水榭春天一期","",17337,5,2055.19659648111,1968,2,0.601461149682601,1,1130
"慧忠北里第四社区","安立路",226,6,4549.49557522124,5151.66666666667,2,3.50430307550701,1,1300
"东亚望京中心","阜通",169,8,4407.91715976331,7265,2,2.10130677288019,2,1165
"知春路82号院","知春里",184,9,4926.83152173913,3774.44444444444,3,3.08832125677217,3,290
"法源寺西里小区","菜市口",54,15,3402,3331.33333333333,2,0.521863921102734,1,130
"金色漫香林二期","",17337,15,2055.19659648111,2129.33333333333,5,0.666488139660454,1,1330
"城锦苑","北苑路北",146,17,3753.10273972603,3611.17647058824,3,1.17389758585439,1,470
"丽都东镇","将台",332,10,4207.52108433735,3648,3,4.00234606757732,3,466.666666666667
"SOHO现代城","大望路",110,22,4785.89090909091,3971.81818181818,11,3.47857406083959,5,480
"花园楼","上地",378,3,3807.7671957672,2870,2,3.61032906582142,2,370
"大西洋新城A区","阜通",169,16,4407.91715976331,3715,1,0.120343987409508,1,570
"澳洲康都","东湖渠",239,24,4037.13389121339,5027.91666666667,6,3.36023837058322,3,333.333333333333
"上东三角洲","将台",332,55,4207.52108433735,3343.63636363636,16,2.07377553197977,10,328
"远洋天地二期","四惠",210,40,4543.2619047619,4009.75,16,3.38707880259988,7,345.714285714286
"南新园","北工大西门",120,37,3711.85,2444.45945945946,11,1.60758544966936,5,176
"将府锦苑","",17337,226,2055.19659648111,2338.3185840708,116,5.21431733112593,81,284.814814814815
"康营家园二十五区","孙河",147,11,2435.00680272109,2174.45454545455,4,4.09041307746837,1,100
"朝阳新城四区","",17337,25,2055.19659648111,2221.56,10,2.68666116415218,3,133.333333333333
"古城现代嘉园","古城",272,27,2681.38602941176,2024.74074074074,6,0.591282742493703,1,1981
"砖角楼北里","柳芳",262,9,4670.17175572519,4044.44444444444,1,0.675200547956758,1,240
"祥瑞苑","大红门",190,13,4070.73544973545,3199.23076923077,2,2.22851154369634,1,60
"顺驰蓝调","达官营",377,14,3823.80106100796,2860.57142857143,5,3.22597191466501,4,240
"雍景双庐","苹果园",226,6,2536.41592920354,2606.66666666667,2,1.32809579779107,1,100
"西罗园南里","角门东",384,29,3652.17754569191,3383.41379310345,8,1.27483333899534,2,150
"北街家园五区","沙河高教园",209,20,1920.31100478469,1721.95,2,0.601869294055082,1,270
"瑞海家园五区","西红门",243,30,2489.30864197531,2384.66666666667,2,0.370494133760716,1,70
"灵秀山庄","旧宫",320,44,2138.8125,2146.27272727273,19,3.13995095553234,7,425.714285714286
"长阳国际城二区","长阳",220,19,2857.14545454545,1792,4,0.527293754149279,1,10
"朝阳门北大街","朝阳门",125,5,5359.336,5464,2,3.38952326272483,1,1480
"新源时代","生物医药基地",233,25,2298.87124463519,2222,2,0.441591117251802,1,70
"左右坊","角门西",202,15,3704.86138613861,4743.33333333333,3,0.469717337541926,1,340
"沸城","",17337,52,2055.19659648111,1866.40384615385,20,3.83552033909758,6,180
"姚家园东里7号院","",17337,20,2055.19659648111,5612.5,6,1.19873746215676,2,150
"今日家园","五棵松",149,23,3358.90604026846,4969.13043478261,7,3.25747676874956,1,340
"主场","大屯路东",128,17,5110.3046875,6810.58823529412,4,0.880172746128896,1,1000
"大城小镇","肖村",74,30,2624.04054054054,2102.33333333333,7,1.36811483151659,1,500
"东兴二区","顺义",599,21,2017.03171953255,1986.19047619048,5,2.33546150325349,1,100
"劲松二区","劲松",292,7,3735.06849315068,5112.85714285714,2,1.28959814403265,1,330
"富力城A区","双井",320,31,4744.6394984326,6213.22580645161,14,3.30048552989087,6,613.333333333333
"三里屯北","农业展览馆",37,6,4786.13513513513,4523.33333333333,4,4.17492813571598,3,360
"安贞西里","安华桥",208,57,4511.77403846154,4776.66666666667,15,2.28039125101085,4,757.5
"北店嘉园","育知路",500,94,2495.34406438632,2252.70212765957,23,2.19186536012662,4,105
"复兴路61号院","万寿路",107,14,4058.73831775701,4013.5,6,2.01104707568076,3,200
"红庙西里","大望路",110,7,4785.89090909091,4371.42857142857,2,1.84899169115084,1,300
"明光北里","大钟寺",158,22,4398.32278481013,4321.81818181818,6,1.26861294752257,2,185
"中海国际公馆","石门",456,6,2139.73026315789,1736.66666666667,4,2.68499056818263,2,100
