"community_name","business_district","all_num_business_district","all_num_community","business_district_average_price","community_average_price","community_sales_num","exbination_and_adjustment_ave_exhibition_period","price_adjustment_num","price_adjustment_average"
"东亚三环","公益西桥",250,38,3570.548,5293.65789473684,16,2.60827329551551,4,322.5
"富强东里","清源路",165,23,2488.72727272727,2927.39130434783,4,0.6083508862681,2,770
"五芳园","八宝山",344,17,3234.26744186047,3454.70588235294,3,0.94231672133382,2,335
"林奥嘉园","立水桥南",490,53,3803.1,3920.37735849057,14,2.6588466370214,3,256.666666666667
"国际花园","篱笆房",319,31,1919.13479623824,1975.16129032258,1,0.227819981944782,1,230
"北人家园","北运河西",819,190,2137.88034188034,1828.36842105263,19,1.41818149858214,14,191.428571428571
"骆村新寓","竹山路",135,9,1359.18518518519,1634.44444444444,3,2.11033044092449,2,545
"香格里拉花园","夫子庙",90,5,2403.66666666667,1918,1,0.600565222150198,1,270
"龙翔鸣翠苑","卡子门",117,12,1906.83760683761,1522.5,4,0.499956442108493,1,270
"清溪花园","明故宫",127,6,2025.43307086614,2141.66666666667,1,1.33427805201783,1,230
"新城玖珑湖一期","诚信大道",104,30,1502.98076923077,1358.66666666667,11,3.90024347724223,1,100
"融创河滨之城","",17337,68,2055.19659648111,1212.05882352941,26,2.82495225205413,8,131.25
"天苑花园","古翠路",148,6,2307.02702702703,2010,2,1.49912918337379,1,100
"郡楓华庭","学院路",174,6,2445.86206896552,1968.33333333333,5,3.83604453990397,2,300
"万家花城一期","三坝",131,16,1971.29770992366,1959.375,5,3.05743953358141,1,140
"复地连城国际","乔司南",114,47,1191.40350877193,1204.46808510638,9,1.44708629194991,4,117.5
"德信早城","金沙湖",111,23,2032.07207207207,1773.47826086957,9,3.08545917233455,1,100
"闲林山水紫薇苑","",17337,25,2055.19659648111,1014.8,5,1.55890773296897,2,150
"金隅观澜时代天筑","下沙江滨",267,18,1340.93632958802,1109.44444444444,11,2.61178160697314,2,135
"万科城市花园","七宝",165,109,2667.92121212121,2222.92660550459,19,1.54081928505615,8,166.25
"日晖二村","大木桥路",43,10,4980.20930232558,4122,4,2.59927716067102,1,260
"复旦小区","大柏树",99,2,3178.58585858586,3060,2,3.48657789567554,2,315
"金上海家园","江浦公园",91,1,3147.91208791209,2360,1,5.00619107384373,1,230
"锦秋花园(公寓)","上海大学",134,17,2104.55223880597,2473.52941176471,3,0.7648364947522,2,215
"新浦江城(江栀路350弄)","浦江镇",53,12,2051.30188679245,1979.16666666667,6,2.8356726922311,2,200
"龙沟新苑","龙阳路",105,11,2816.27619047619,2237.27272727273,7,5.17878706948549,2,315
"珠光苑","华夏东路",247,7,1822.13765182186,1822.85714285714,3,2.14630331947256,2,215
"远景佳苑二期","行知路",173,9,2681.64161849711,2295.55555555556,2,1.44427116777027,1,160
"泗泾新苑","泗泾",489,33,2055.96932515337,2423.63636363636,6,1.97161508473834,4,167.5
"鹏程花苑","长江南路",196,2,2284.64285714286,1760,1,3.0019023645545,1,170
"阳光美景城","锦江乐园",102,10,2888.01960784314,2299,4,2.90019631855383,4,330
"金塘小区","上海南站",86,1,3197.04651162791,1730,1,3.99500998204781,1,100
"明珠苑(浦东)","北洋泾路",113,23,2841.7610619469,2365.65217391304,6,1.99903409133355,2,550
"景舒苑六村","联航路",127,9,1778.11023622047,1466.66666666667,2,1.44268772881708,1,100
"地杰国际城F欧香四季","御桥",151,9,2104.2119205298,2431.11111111111,3,1.77978089173083,1,300
"盛世宝邸(一期)","长江南路",196,16,2284.64285714286,2273.125,3,1.56406555698115,2,315
"华佳花园","芳华路",142,5,2560.42253521127,2106,4,6.00928815433493,4,197.5
"嘉宝紫提湾(公寓)","马陆",78,9,2587.94871794872,1990,2,3.88687065524452,1,170
"杉林新月环林东路799弄","三林东",186,25,2601.12903225806,2332.4,4,0.880184758286454,2,400
"新城尚上城","上海汽车城",46,14,2137.39130434783,2083.57142857143,4,0.928238382893738,1,170
"上海豪都国际花园(公寓)","",17337,14,2055.19659648111,1761.42857142857,1,0.213742817586692,1,170
"柏林春天","春申路",90,4,2461,1792.5,1,1.25336674613671,1,160
"华亭新家百合苑","",17337,8,2055.19659648111,1507.5,1,1.24611294889754,1,630
"和嘉公寓","东兰路",140,14,2903.62857142857,2550.71428571429,1,0.0712514751867721,1,360
"长征家苑","真如",50,6,3126.4,5126.66666666667,3,0.832894616389164,1,300
"民生四村","民生路",119,1,3088.96638655462,4160,1,6.01241702481552,1,470
"金宝大厦","东宝兴路",24,4,3627.5,2762.5,1,2.24990712228818,1,260
"海伦堡爱ME城市","桃浦新村",272,25,2315.14705882353,3235.6,16,3.9961291269851,7,247.142857142857
"东方莱茵","汉中路",34,2,4666.44117647059,3875,1,3.49851474186888,1,270
"复元坊","中兴路",50,4,3822.34,5142.5,2,2.74755575132315,2,335
"禹洲金桥国际","金桥",35,2,2798.28571428571,4860,1,1.00667159503533,1,370
"合景理想家","嘉定新城",111,10,2149,3045,6,3.10192687960383,2,185
"东川花苑","东川路",76,8,1743.67105263158,1911.25,1,0.373682806193484,1,630
"紫腾苑小区","桃浦新村",272,8,2315.14705882353,3036.25,3,2.12259095401883,1,340
"鹏欣公寓","上海体育场",93,1,3900.1935483871,3030,1,8.99872991173356,1,160
"三湘世纪花城三期","江湾镇",128,1,2959.5859375,2760,1,9.96381170550982,1,100
"上海西环中心星信名邸","南翔",366,12,2203.10928961749,1615.83333333333,8,6.4966545962901,4,235
"三湘四季花城","松江大学城",274,24,1972.62773722628,2194.16666666667,3,1.62612070665948,2,155
"大通时尚花园","靖江路",11,7,1596.36363636364,1731.42857142857,1,1.14357224462918,1,200
"荣迁东里","周邓纪念馆",2,2,1690,1690,1,3.00051110149258,1,140
"润景苑","",17337,2,2055.19659648111,1160,2,2.50951388561477,1,200
"嘉定蔷薇苑","嘉定西",273,49,1517.43223443223,1367.55102040816,30,1.39487069312064,5,208
"新浦江城（四期）","浦江镇",53,3,2051.30188679245,1736.66666666667,2,3.00478662578964,2,265
"合景叠翠峰苑","嘉定西",273,6,1517.43223443223,3046.66666666667,2,1.3333931334142,1,130
"金地格林世界(春岸城)","嘉定西",273,7,1517.43223443223,1340,1,0.285991927604511,1,230
"信昌大楼","下瓦房",42,2,1661.42857142857,1525,1,1.99896008175832,1,340
"辉洋苑","中山八",43,17,1770.23255813953,1744.70588235294,2,0.706635246759926,1,200
"六运小区","天河南",29,29,2219.31034482759,2219.31034482759,6,1.51657051130282,1,300
"复地东湖国际六期","青鱼嘴",54,7,1515.74074074074,1457.14285714286,3,2.9990827740989,1,270
"复地东湖国际三期","青鱼嘴",54,9,1515.74074074074,1501.11111111111,3,1.11169247139107,1,100
"融侨华府","积玉桥",70,24,1563.57142857143,1480,3,0.625200192036199,1,100
"英郡三期","天府三街",199,44,1300.85427135678,1326.81818181818,11,1.75055796269233,1,200
"益田村","",17337,42,2055.19659648111,2388.57142857143,17,1.76240486865656,4,447.5
"韵动家园","上沙",41,13,2864.60975609756,2860.76923076923,7,3.38525704489411,2,265
"盛世鹏程","八卦岭",36,6,3646.33333333333,1654.66666666667,3,4.47949358687725,2,300
"蔚蓝海岸2期","",17337,15,2055.19659648111,2594.14285714286,8,1.99730071247341,4,762.75
"阳光棕榈园一期","",17337,27,2055.19659648111,2624.44444444444,3,0.259182438675432,1,130
"中海深圳湾畔花园","",17337,28,2055.19659648111,3149.53571428571,7,1.07078642916082,4,65
"万科四季花城一期","",17337,29,2055.19659648111,1673.44827586207,14,3.72009701161987,6,170
"熙龙湾二期","",17337,8,2055.19659648111,2742.5,2,3.74931445985239,2,185
"万科城一期","",17337,26,2055.19659648111,2108.46153846154,11,2.99626781108903,3,223.333333333333
"万科城二期","",17337,25,2055.19659648111,1448,7,1.51831904394538,1,300
"太阳雨家园","",17337,10,2055.19659648111,1129,9,6.70702257981979,4,207.5
"滢水山庄","",17337,24,2055.19659648111,1564.16666666667,9,2.1684807713239,3,166.666666666667
"五道口嘉园","五道口",151,10,4722.84105960265,4019.9,5,5.49273433491505,4,642.5
"宏嘉丽园","西土城",170,10,4822.93529411765,3372.8,5,3.08973118372537,2,130
"方舟苑二期","太阳宫",181,15,4608.30939226519,3508,4,1.67396851172786,2,335
"东营房九条","朝阳门",125,2,5359.336,5710,1,1.99649787587286,1,200
"芍药居2号院","芍药居",267,14,5070.80524344569,4565.71428571429,8,1.64725713156972,2,450
"沿海赛洛城","百子湾",141,50,4608.00714285714,4702.3,16,1.5398469273815,3,470
"双榆树北里","人民大学",215,50,4471,4194.18,16,2.84451886645462,6,586.666666666667
"双榆树东里","人民大学",215,70,4471,4342.14285714286,17,1.17041956532313,6,295
"南线里小区","广安门内",84,4,4389.61904761905,3392.5,1,2.45778730332713,1,1630
"南湖东园一区","望京",505,95,3681.28910891089,3267.42105263158,14,0.484362743639748,2,1595.5
"通惠家园","四惠东",150,87,3892.12666666667,3578.83908045977,21,1.77928792508864,3,303.333333333333
"易构空间","九龙山",108,18,5236.17592592593,4340.55555555556,8,3.89236456592525,3,333.333333333333
"鹿港嘉苑","太阳宫",181,6,4608.30939226519,5908.33333333333,3,1.64206523118426,1,800
"中海枫涟山庄","西北旺",108,13,3138.87037037037,2512.15384615385,5,1.31030695755321,3,903.666666666667
"华威北里","潘家园",309,56,3912.71844660194,3728.57142857143,22,3.10960216928333,10,169
"秋露园","西北旺",108,15,3138.87037037037,2968.66666666667,2,1.47386056404496,2,230
"开阳里一区","北京南站",247,5,3533.93522267206,2261.8,3,4.40481868271254,1,2011
"瑞祥里","管庄",322,16,3121.00310559006,3165,4,1.12529556444932,1,160
"骊龙园","育知路",500,17,2495.34406438632,2003.35294117647,5,1.76239763662446,1,440
"建新南区","顺义",599,23,2017.03171953255,3138.26086956522,11,4.22471227097902,5,176
"呼家楼新街大院","金台夕照",52,14,6678,3655.57142857143,6,2.07435548961675,1,370
"石佛营东里小区","十里堡",391,11,4514.6717948718,3570.90909090909,4,2.9123779830309,2,215
"新中西街","东四十条",68,13,5722.01470588235,6495.38461538462,2,0.384037070815847,1,300
"小黄庄前街3号院","和平西桥",129,5,4632.52713178295,5132,1,1.80456943769256,1,400
"海澜中苑","",17337,12,2055.19659648111,2971.66666666667,2,0.67017587431419,2,850
"北京像素南区","草房",205,70,3332.30731707317,3503.5,17,1.75632314230155,3,333.333333333333
"慧谷金色家园","望京",505,10,3681.28910891089,2923.7,3,3.0948890014862,1,540
"新明胡同","积水潭",270,20,4761.98518518519,4586,5,2.09760312021579,1,600
"北沙滩4号院","北沙滩",147,1,4233.43537414966,6290,1,9.0199411737974,1,400
"亦庄北岸","旧宫",320,40,2138.8125,2146.425,14,2.35275604270937,3,176.666666666667
"慧忠里","安立路",226,33,4549.49557522124,5408.48484848485,17,2.88627464708589,1,230
"华威西里","潘家园",309,26,3912.71844660194,3848,9,2.31348212351041,2,280
"七燕路1号院","朱辛庄",625,241,2501.5104,2876.55601659751,40,1.42833589729939,11,224.545454545455
"车公庄北里","车公庄西",100,15,5433.48,5788.6,6,1.4000815991292,1,70
"鑫福里小区","大红门",190,15,4070.73544973545,3663.33333333333,9,5.41557410389314,4,357.5
"龙鼎园","九棵树",249,37,2401.03212851406,2198.37837837838,4,0.838129227566677,2,130
"石门营新区七区北苑","小园",102,1,1476.66666666667,1090,1,1.99707935416588,1,200
"德胜东村","打铁关",92,19,2393.26086956522,2930,3,0.789998428004033,1,1260
"金苹果花园","杨思",100,5,2807.86,2198,1,1.19385636176169,1,140
"中祥龙柏苑","龙柏新村",153,5,2691.88888888889,2824,3,5.59405578646229,2,255
"培花久远公寓","龙阳路",105,9,2816.27619047619,2490,4,1.66705701102997,1,130
"天龙苑","石龙路",45,7,2671.51111111111,2535.71428571429,1,0.858939935079327,1,330
"龙腾小区","江湾镇",128,3,2959.5859375,2346.66666666667,3,1.33012325009262,1,2311
"爱博二村","虹桥火车站",25,18,2274.8,2284.44444444444,8,2.39299911347022,1,230
"誉品谷水湾","松江大学城",274,19,1972.62773722628,925.842105263158,10,3.73755225403761,2,640.5
"渔洋苑","洞泾",53,15,1802.64150943396,1764,2,1.26728265106788,2,120
"广盛苑","大华三路",158,3,3002.58860759494,2246.66666666667,1,2.66834971010041,1,100
"龙柏四村","龙柏新村",153,8,2691.88888888889,2133.625,4,2.49898801445168,2,185
"金华苑","上海西站",200,12,2731.77,1498,2,1.33568902881839,2,10
"东兰兴城(惠兰苑)","东兰路",140,6,2903.62857142857,2373.33333333333,1,1.0035614096893,1,170
"丰宝苑","祁华路",133,7,1764.58646616541,1982.85714285714,2,0.430854492341242,1,360
"锦泰苑","上海大学",134,11,2104.55223880597,1640,5,3.63931596640635,5,262
"浦江坤庭—翠御","浦江镇",53,12,2051.30188679245,1902.5,4,2.5856874307022,4,177.5
"东陆新村三街坊","杨高北路",97,1,2193.18556701031,69,1,6.02286599925823,1,10
"美丽星城","九亭",318,28,2051.79245283019,1860.35714285714,9,2.93222126037316,6,421.666666666667
"金橘新苑","三林东",186,8,2601.12903225806,3516.25,2,3.25217313551792,2,1035
"长白三村","延吉中路",56,5,3500.17857142857,3544,3,3.79962469036656,1,300
"清水颐园","嘉定西",273,32,1517.43223443223,1495.3125,6,1.00055456105611,2,555
"旭辉U天地(商业类)","南翔",366,75,2203.10928961749,2593.46666666667,3,0.38625832556155,2,430
"上南七村","东明路",88,3,3029.09090909091,4990,1,2.00323801724907,1,300
"万达广场(嘉定)","金运路",156,4,2272.67948717949,4150,2,2.99956787126829,2,235
"长风一村小区","金沙江路",54,3,3839.42592592593,4946.66666666667,2,3.00232891359171,1,230
"文华苑(虹口)","汶水路",42,1,3648.04761904762,3690,1,9.99436548778856,1,200
"南宜花苑","宜山路",101,4,4348.10891089109,3187.25,2,2.50024519885097,1,1830
"新宜小区","新村路",80,1,3406.225,3760,1,9.00751698715267,1,400
"凌四小区","北洋泾路",113,2,2841.7610619469,3710,1,3.50387726202055,1,200
"大华公园世家康华苑","行知路",173,29,2681.64161849711,2220.68965517241,4,1.2764023090448,2,350
"鹤北新苑","东川路",76,4,1743.67105263158,1510,1,1.5044097167357,1,230
"王满小区","上海动物园",45,3,2937.77777777778,2893.33333333333,3,3.00264099902393,1,200
"京河大厦","虹桥路",100,3,3607.17,3063.33333333333,1,1.99918676240393,1,730
"荣城花苑","浦东大道",69,2,3689.3768115942,4110,1,0.994955384138006,1,230
"同心路125弄","虹口足球场",63,2,3524.60317460317,4575,1,5.47977138551435,1,370
"东方汇景苑","上海儿童医学中心",91,10,3014.59340659341,2860,5,3.29733156996662,3,313.333333333333
"塔城路800弄","嘉定西",273,6,1517.43223443223,1126.66666666667,2,0.83462836071021,1,100
"心圆西苑","川沙",211,1,1921.23222748815,1130,1,10.0106497904272,1,260
"葑润华庭","祁华路",133,12,1764.58646616541,1492.5,8,5.24606347295858,2,165
"波尔多庄园","黄花岗",37,6,2126.75675675676,2000,1,1.33280489438478,1,100
"中星海兰苑","桃浦新村",272,14,2315.14705882353,1735.71428571429,5,2.50370798525691,3,146.666666666667
"铂林国际公寓","五羊邨",48,6,2742.5,3373.33333333333,1,0.830699029787455,1,100
"兰棠佳苑","兆丰路",21,1,1403.33333333333,860,1,7.99716307230294,1,170
"新杨和苑二期","桃浦新村",272,8,2315.14705882353,1525,5,4.88375911250435,4,220
"富力院士庭","广州东站",58,5,2108.44827586207,1750,4,3.79924106933342,1,40
"尚都家园","北竹林",12,5,1500.83333333333,1766,5,1.25004652512515,1,140
"金穗雅园","大塘",19,7,1806.31578947368,1845.71428571429,2,1.00005602382557,1,300
"凯得文化广场","萝岗",48,7,1327.29166666667,1262.85714285714,1,1.14291139746509,1,100
"世茂锦绣长江五期","马鹦路",20,19,1126.5,1130,2,0.875721868135282,1,30
"中洲锦城湖岸","锦城广场",79,79,1403.41772151899,1403.41772151899,13,0.567230846576298,1,140
"留仙居南A区","",17337,10,2055.19659648111,2580,2,1.39486408094234,1,300
"金沙花园","沙尾",143,14,2759.41958041958,2109.21428571429,4,2.42793275851737,2,170
"嘉洲富苑","沙尾",143,11,2759.41958041958,3552.72727272727,2,1.73693692206759,1,170
"万象新园","南山",289,21,2907.6401384083,2622.33333333333,10,1.23668331459808,3,110
"莲花一村","",17337,37,2055.19659648111,2662.16216216216,12,1.45917301503679,3,643.333333333333
"丽晶国际","",17337,30,2055.19659648111,2396,9,1.30171442095705,1,400
"银信中心二期","",17337,15,2055.19659648111,1175.33333333333,4,1.20013579773296,1,260
"金海燕花园","",17337,27,2055.19659648111,2556.66666666667,6,1.1107651655747,2,130
"南海玫瑰花园一期","",17337,2,2055.19659648111,89,1,2.50102129619293,1,20
"麟恒中心广场二期","",17337,4,2055.19659648111,1302.5,3,4.46588884170409,1,330
"电力花园","",17337,6,2055.19659648111,2294.83333333333,4,3.1705998017248,1,30
"华联城市全景","",17337,29,2055.19659648111,2616.55172413793,5,1.03289887247005,2,180
"信义嘉御山","",17337,62,2055.19659648111,1538.87096774194,13,1.56411812037439,1,330
"郁金香家园","桃源村",59,4,2300.16949152542,1892.5,4,10.5090605342119,3,290
"百家湖西花园伦敦城","天元西路",95,50,1632,1704,14,1.66020887601348,4,375
"天润福熙大道","北苑",318,41,3819.92767295597,3947.80487804878,19,4.03948361784334,1,400
"上地西里","上地",378,17,3807.7671957672,3012.17647058824,12,4.34657591930142,3,1140
"观林园","永泰庄",463,24,3299.79049676026,2966.16666666667,7,2.79218647927368,4,265
"安华西里一区","安华桥",208,8,4511.77403846154,5135,4,3.37845581597373,2,150
"万泉河62号院","苏州街",237,6,5442.44303797468,4531.66666666667,3,2.18052463375124,1,200
"双花园南里二区","广渠门外",221,18,4294,3531.66666666667,5,1.66625735283435,1,130
"科育小区","中关村",76,50,4982.23684210526,5055,10,1.5811057475552,5,502
"首开国风美唐三期","霍营",628,45,2927.81687898089,2805.93333333333,11,0.91080610479347,1,260
"花园村小区","白石桥南",41,4,4713.09756097561,4432.5,2,3.01195970138052,1,100
"冠庭园","龙泽",912,5,2846.23516483517,2860,1,0.199266862234032,1,870
"芳城园一区","方庄",247,61,3399.20647773279,3167.18032786885,13,1.20998278429486,2,265
"知春东里","知春里",184,24,4926.83152173913,4641.66666666667,2,0.290106124716845,1,260
"晨月园","长春桥",87,11,3973.22988505747,5078.09090909091,4,1.90909831315605,3,186.666666666667
"紫金庄园","苏州街",237,15,5442.44303797468,4035.26666666667,3,0.920932070905044,1,670
"学院南路15号院","大钟寺",158,2,4398.32278481013,3810,1,2.00748674887612,1,1000
"炫特嘉园三期","十里堡",391,13,4514.6717948718,5353.84615384615,5,1.4635130526446,1,370
"毛纺厂西小区","上地",378,3,3807.7671957672,2773.33333333333,2,3.33703373330979,2,365
"闵航路19号院","",17337,35,2055.19659648111,2532.64705882353,9,1.14276543467039,4,215
"圣馨大地","望京",505,27,3681.28910891089,3576.88888888889,8,1.66590037265994,2,215
"华纺易城","青年路",522,39,3935.6245210728,4006.41025641026,14,4.20527593484306,6,135
"雅成一里","青年路",522,19,3935.6245210728,3424.21052631579,4,1.78398970652858,2,80
"芍药居北里","芍药居",267,108,5070.80524344569,3711.57407407407,53,3.82241324655954,12,420
"厂洼西街10号院","长春桥",87,4,3973.22988505747,4025,1,2.2262898995203,1,340
"天天家园","景泰",110,14,3654.13636363636,2744.14285714286,6,3.54690275006844,3,646.666666666667
"远洋天地一期","四惠",210,14,4543.2619047619,3869.28571428571,5,1.85988315292767,1,670
"成府路20号院","五道口",151,22,4722.84105960265,4412.72727272727,8,1.81679823039394,3,256.666666666667
"博雅德园","西二旗",314,24,3241.49201277955,3045.375,4,1.70741559324545,2,315
"铭科苑","西二旗",314,64,3241.49201277955,2897.15625,21,2.64178173227473,4,390
"惠新苑","惠新西街北口",337,10,4506.13056379822,3737,6,7.01835539023468,2,500
"珠江绿洲","传媒大学",161,35,3241.11801242236,3091.31428571429,6,0.859539428933588,1,430
"新龙城","龙泽",912,182,2846.23516483517,3033.87362637363,35,1.40164923316775,4,510
"南沙滩小区","北沙滩",147,31,4233.43537414966,4032.54838709677,10,2.45434718427309,4,275
"苹果派","黄渠",253,40,3113.93280632411,3056.975,13,2.64864923540434,3,203.333333333333
"宝隆温泉公寓","科怡路",315,18,2957.0380952381,3111.11111111111,7,2.89284081634042,1,100
"北辰福第二号院","常营",292,20,2819.5,2874.5,6,1.90914073975219,5,160
"翠成馨园","欢乐谷景区",122,74,2994.25409836066,2805.13513513513,16,1.52932172106007,4,165
"大牛坊","永丰",497,66,2161.18712273642,2222.57575757576,10,0.683773785034523,3,230
"住欣家园","草房",205,5,3332.30731707317,3875.8,3,4.61731029635006,2,200
"定福家园2号院","褡裢坡",151,5,2714.82666666667,2668,2,3.80715359816231,1,200
"三环新城7号院","丰台站",207,97,2976.85507246377,2870.60824742268,30,3.085550729706,6,150
"莱圳家园","西小口",135,43,3386.03703703704,3390,12,2.07028470185145,4,595
"电子城小区","将台",332,75,4207.52108433735,3018.36,18,2.65590576677532,9,293.333333333333
"芍药居5号院","芍药居",267,8,5070.80524344569,5341.25,3,4.25007243007111,1,370
"双锦园","八角游乐园",258,6,2782.28294573643,2258.33333333333,1,1.5074831471491,1,200
"西罗园三区","北京南站",247,21,3533.93522267206,3130,9,3.90843825166753,4,372.5
"都市芳园锦湖园","天通苑北",94,12,1775.81914893617,1830.83333333333,4,2.00897606627119,1,200
"模式口西里","金安桥",69,34,2989.84057971014,2738.82352941176,9,2.12540997727594,2,215
"正源尚峰尚水","稻香湖路",40,12,2306.5,2359.16666666667,5,3.25449001460003,2,250
"首邑溪谷","高米店南",181,38,2354.28729281768,2024.47368421053,7,1.76758412092532,3,266.666666666667
"远洋一方花语苑","管庄",322,9,3121.00310559006,3575.55555555556,2,1.66972510314711,1,270
"新潮嘉园一期","",17337,25,2055.19659648111,1679.2,5,1.68056851383017,2,60
"颐阳山水居东区","",17337,5,2055.19659648111,1337.8,2,4.00466966685873,2,900.5
"安宁里","上地",378,6,3807.7671957672,5498.33333333333,3,6.00858705103351,2,165
"翠竹新村","国展",239,135,2312.13389121339,2161.40740740741,11,0.956903278291021,3,213.333333333333
"知本时代","霍营",628,27,2927.81687898089,2927.77777777778,2,0.813289437535511,2,185
"金榜园","回龙观",365,26,2879.17260273973,2132.15384615385,12,3.31304415581031,4,250
"汇丰家园","丰台站",207,17,2976.85507246377,2758.82352941176,3,1.94325300797577,1,200
"东亚五环国际","旧宫",320,23,2138.8125,2003.04347826087,4,1.65651827917475,1,70
"郁花园二里","高米店北",209,24,2532.16267942584,2265,8,2.04488712795194,1,100
"建新北区","顺义",599,52,2017.03171953255,2502.30769230769,11,1.7881074962956,3,143.333333333333
"大牛坊三期","永丰",497,181,2161.18712273642,2325.74585635359,11,0.70703929231795,8,248.75
"金惠园三里","高米店北",209,21,2532.16267942584,2223.71428571429,12,2.28335291075367,1,100
"西马庄园","通州北苑",414,94,2593.40338164251,2685.74468085106,12,1.5145381817581,3,323.333333333333
"柏林爱乐三期","黄渠",253,20,3113.93280632411,3620,4,1.65795116987714,2,315
"朝庭公寓","望京南",250,37,4225.52822580645,5367.83783783784,5,1.11123234110678,1,870
"东大街6号院","七里庄",92,3,3360.61956521739,5636.66666666667,1,2.34781886467595,1,200
"铜厂子胡同","东四十条",68,2,5722.01470588235,7075,2,10.5168874942304,1,540
"北洼西里","慈寿寺",64,16,4392.34375,4280,10,4.94003170322023,5,186
"后现代城","大郊亭",56,45,6404.94642857143,4066.6,23,4.34054102053368,2,470
"世嘉博苑","西红门",243,10,2489.30864197531,3016,1,0.302620825356355,1,230
"黑山A5区","",17337,3,2055.19659648111,2023.33333333333,1,1.00841892171237,1,200
"国仕汇","龙泽",912,40,2846.23516483517,3181.5,13,2.4027267409639,5,336
"7克拉","角门东",384,22,3652.17754569191,4506.81818181818,7,2.27415434691127,3,200
"中国铁建尚城汇","南邵",85,16,2210.58823529412,3819.375,9,4.81734257305558,3,190
"姚家井二巷","陶然亭",203,9,4027.76354679803,5714.44444444444,1,1.11627139935063,1,130
"明天第一城7号院","立水桥",407,33,3345.44471744472,3547.57575757576,10,1.24040538615157,1,200
"世纪村西区","关庄",142,20,4640.01408450704,3263.85,9,2.45455223776097,2,1780.5
"佟馨家园","义和庄",85,32,3427.05882352941,2277.5,9,1.46570656371829,2,180
"太阳公元","芍药居",267,20,5070.80524344569,19260,6,2.19602738981791,2,2000
"名流花园","天通苑北",94,39,1775.81914893617,1598.38461538462,16,3.05389314585502,4,152.5
"天地花园","苜蓿园",65,7,1872.46153846154,2105.71428571429,3,1.85757470457327,1,740
"太平北路122号","浮桥",76,1,2378.55263157895,3030,1,3.00029060613502,1,400
"幕府佳园","五塘广场",67,10,1306.71641791045,1230,5,4.10005263567026,1,60
"滨江奥城听雨苑","梦都大街",32,15,1982.1875,1934.66666666667,7,3.66585525002561,4,210
"御道街30号","明故宫",127,6,2025.43307086614,1435,3,3.8327337400905,1,270
"丹佛小镇","",17337,1,2055.19659648111,860,1,11.9483822002565,1,100
"文化名园唯美居","天元西路",95,5,1632,1666,1,1.79953108516225,1,30
"托乐嘉友邻居","",17337,4,2055.19659648111,1470,4,7.24611543275692,1,170
"南方花园C组团","双龙大道",183,4,1293.06010928962,1835,2,3.49980970131371,1,130
"大关东二苑","",17337,4,2055.19659648111,2075,2,2.99897119661448,1,170
"嘉里桦枫居","",17337,18,2055.19659648111,1402.77777777778,11,4.87991864611031,2,30
"北景园芳洲苑","",17337,11,2055.19659648111,1512.72727272727,2,1.81115848944444,1,130
"朝晖九区","沈塘桥",227,27,2542.29074889868,2820.37037037037,7,2.55415672521389,4,207.5
"西苑小区","古翠路",148,1,2307.02702702703,1790,1,11.0002989831153,1,200
"滨兴西苑","滨和路",319,2,2205.48589341693,2180,1,4.49814567802543,1,860
"白马尊邸","金家渡",151,4,1625.76158940397,1610,1,2.99350525521363,1,100
"凤起苑","建国北路",125,10,2653.52,2263,3,2.49920284194775,1,140
"嘉绿西苑","丰潭路",204,25,2105.63725490196,1917.2,9,3.719278210282,3,203.333333333333
"南都花园一区","文新",136,5,1954.41176470588,1580,4,3.80076158192533,1,230
"耀江文萃苑","学院路",174,13,2445.86206896552,2062.30769230769,2,1.60913077767631,2,250
"仙林苑","中河北路",68,2,3071.61764705882,2875,1,4.498092666932,1,200
"盛世钱塘","钱江路",65,10,2376,2249,2,2.69932093142966,1,400
"都市水乡水清苑","墩祥街",204,7,1516.07843137255,1498.57142857143,1,1.28511611125141,1,140
"西荡苑梨苑","丰潭路",204,11,2105.63725490196,2288.18181818182,8,4.45299581491486,3,553.333333333333
"丰润家园","建设一路",99,46,1798.88888888889,1822.60869565217,19,3.32579409349662,5,244
"钱塘春晓","江陵路",311,6,2137.13826366559,2583.33333333333,2,1.99936251537621,1,170
"盛泰名都公寓","文泽路",98,10,1835.20408163265,1705,2,1.49988385361819,1,130
"德圣博奥城","建设一路",99,5,1798.88888888889,1860,2,3.20002633583049,1,100
"月季园(徐汇)","锦江乐园",102,8,2888.01960784314,2407.5,2,2.24521778770515,2,135
"飞旺家园","杨思",100,3,2807.86,1316.33333333333,1,2.66466831232295,1,200
"新申花城茉莉苑","莘庄",211,3,2428.12857142857,1823.33333333333,1,3.33347056644658,1,200
"地杰国际城E欧泊时光","御桥",151,12,2104.2119205298,2209.16666666667,3,1.58397501055197,3,143.333333333333
"东方吉苑","高青路",66,6,2074.07575757576,2301.66666666667,2,0.666810819498367,1,30
"经纬城市绿洲","南陈路",190,66,1786.1,1645.45454545455,15,2.01695300331404,10,300
"虹口花苑","虹口足球场",63,3,3524.60317460317,2306.66666666667,2,7.0023624216434,2,280
"浦江世博家园十四街坊","联航路",127,1,1778.11023622047,2090,1,2.00448021208247,1,200
"新泾七村","淞虹路",91,7,3097.98901098901,5181.42857142857,3,3.13989242362125,1,200
